BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
O2.UC49.2__NODE_2620_length_9828_cov_1.60759__9828__sactipeptide__ANTISMASH__0_9828	"Eisenbergiella tayi strain DSM 26961 scaffold2, whole genome shotgun sequence"	NZ_MPDJ01000002	99.663	88	Eisenbergiella tayi	Firmicutes		
O2.UC50.0__NODE_43_length_109678_cov_2.66805__26723__terpene__ANTISMASH__82955_109678	"Akkermansia muciniphila strain GP12 scaf-3, whole genome shotgun sequence"	NZ_PJKG01000003	99.991	99	N/A	N/A	Verrucomicrobia	Akkermansia muciniphila
O2.UC50.0__NODE_370_length_42943_cov_3.22405__42527__arylpolyene__ANTISMASH__416_42943	"Akkermansia muciniphila strain GP10 scaf-23, whole genome shotgun sequence"	NZ_PJKI01000023	99.92	99	N/A	N/A	Verrucomicrobia	Akkermansia muciniphila
O2.UC50.0__NODE_513_length_35883_cov_2.51546__26863__terpene__ANTISMASH__9020_35883	"Akkermansia muciniphila strain GP10 scaf-23, whole genome shotgun sequence"	NZ_PJKI01000023	99.911	100	N/A	N/A	Verrucomicrobia	Akkermansia muciniphila
O2.UC50.0__NODE_528_length_35020_cov_1.46509__32862__lantipeptide__ANTISMASH__2158_35020	"Odoribacter laneus YIT 12061 supercont1.1, whole genome shotgun sequence"	NZ_JH594596	99.138	92	Odoribacter laneus YIT 12061	Bacteroidetes		
O2.UC50.0__NODE_5296_length_7260_cov_1.64469__7260__nrps__ANTISMASH__0_7260	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	98.672	99	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
O2.UC50.2__NODE_123_length_68678_cov_14.6347__22021__resorcinol__ANTISMASH__46657_68678	"Bacteroides sp. An19 An19_contig_5, whole genome shotgun sequence"	NZ_NFKD01000005	96.493	82	Bacteroides sp. An19	Bacteroidetes		
O2.UC5.0__NODE_7149_length_5064_cov_1.01917__5064__nrps__ANTISMASH__0_5064	"Clostridioides difficile isolate CD105LC4, whole genome shotgun sequence"	NZ_FMMH01000009	99.93	93	N/A	N/A	Firmicutes	Clostridioides difficile
O2.UC51.0__NODE_19_length_172368_cov_7.02516__24652__nrps__ANTISMASH__0_24652	"Coprococcus eutactus strain 2789STDY5834963, whole genome shotgun sequence"	NZ_CYXU01000001	98.204	92	N/A	N/A	Firmicutes	Coprococcus eutactus
O2.UC51.0__NODE_1454_length_20313_cov_1.66507__20313__nrps__ANTISMASH__0_20313	"Tyzzerella nexilis DSM 1787 Scfld17, whole genome shotgun sequence"	NZ_DS995606	99.503	84	Tyzzerella nexilis DSM 1787	Firmicutes		
O2.UC51.0__NODE_1641_length_18320_cov_1.99606__18320__transatpks__ANTISMASH__0_18320	"Ruminococcus flavefaciens strain SAb67, whole genome shotgun sequence"	NZ_UETD01000006	99.123	93	N/A	N/A	Firmicutes	Ruminococcus flavefaciens
O2.UC51.2__NODE_114_length_111215_cov_3.66874__20840__terpene__ANTISMASH__27469_48309	"Odoribacter laneus YIT 12061 supercont1.1, whole genome shotgun sequence"	NZ_JH594596	99.055	100	Odoribacter laneus YIT 12061	Bacteroidetes		
O2.UC51.2__NODE_137_length_100686_cov_22.0268__18231__bacteriocin__ANTISMASH__82455_100686	"Ruminococcus bromii strain 5AMG contig000045, whole genome shotgun sequence"	NZ_NNBY01000045	98.453	98	N/A	N/A	Firmicutes	Ruminococcus bromii
O2.UC51.2__NODE_283_length_69664_cov_4.17413__20355__lantipeptide__ANTISMASH__0_20355	"Odoribacter laneus YIT 12061 supercont1.1, whole genome shotgun sequence"	NZ_JH594596	99.13	86	Odoribacter laneus YIT 12061	Bacteroidetes		
O2.UC51.2__NODE_6087_length_7538_cov_1.82547__7538__arylpolyene__ANTISMASH__0_7538	"Odoribacter splanchnicus DSM 20712, complete genome"	NC_015160	99.72	95	Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus)	Bacteroidetes		
O2.UC51.2__NODE_6315_length_7314_cov_1.82959__7314__otherks__ANTISMASH__0_7314	"Ruminococcus flavefaciens strain SAb67, whole genome shotgun sequence"	NZ_UETD01000006	99.501	77	N/A	N/A	Firmicutes	Ruminococcus flavefaciens
O2.UC52.0__NODE_336_length_47622_cov_2.73889__28025__terpene__ANTISMASH__19597_47622	"Parabacteroides distasonis str. 3776 D15 i gbf3776D15i.contig.88, whole genome shotgun sequence"	NZ_JNHK01000089	98.067	91	N/A	N/A	Bacteroidetes	Parabacteroides distasonis str. 3776 D15 i
O2.UC52.2__NODE_4243_length_8692_cov_4.48304__8692__nrps__ANTISMASH__0_8692	"Blautia obeum strain 2789STDY5608838, whole genome shotgun sequence"	NZ_CYZA01000004	98.736	90	Blautia obeum	Firmicutes		
O2.UC52.2__NODE_7863_length_5213_cov_1.95929__5213__resorcinol__ANTISMASH__0_5213	"Bacteroides caccae CL03T12C61 supercont1.1, whole genome shotgun sequence"	NZ_JH724079	99.949	76	Bacteroides caccae CL03T12C61	Bacteroidetes		
O2.UC5.2__NODE_280_length_42813_cov_6.22938__40232__nrps__ANTISMASH__2581_42813	"Roseburia intestinalis strain 2789STDY5834960, whole genome shotgun sequence"	NZ_CYXZ01000018	98.57	79	Roseburia intestinalis	Firmicutes		
O2.UC53.0__NODE_26_length_104423_cov_57.3051__41140__resorcinol__ANTISMASH__56550_97690	"Bacteroides vulgatus strain 2789STDY5834944, whole genome shotgun sequence"	NZ_CZBK01000007	97.363	84	Bacteroides vulgatus	Bacteroidetes		
O2.UC53.2__NODE_15_length_202583_cov_6.21664__47723__arylpolyene__ANTISMASH__49849_97572	"Bacteroides ovatus strain An161 An161_contig_8, whole genome shotgun sequence"	NZ_NFKW01000008	96.303	95	Bacteroides ovatus	Bacteroidetes		
O2.UC53.2__NODE_2488_length_10858_cov_4.68222__10858__lantipeptide__ANTISMASH__0_10858	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	99.341	99	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
O2.UC55.0__NODE_3960_length_9546_cov_1.74365__9546__lantipeptide__ANTISMASH__0_9546	"Odoribacter splanchnicus DSM 20712, complete genome"	NC_015160	99.914	56	Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus)	Bacteroidetes		
O2.UC55.2__NODE_3247_length_10021_cov_1.37086__10021__bacteriocin__ANTISMASH__0_10021	"Holdemanella biformis DSM 3989 Scfld5, whole genome shotgun sequence"	NZ_DS996841	95.794	52	Holdemanella biformis DSM 3989	Firmicutes		
O2.UC55.2__NODE_6143_length_5308_cov_5.20312__5308__lantipeptide__ANTISMASH__0_5308	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	98.284	83	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
O2.UC56.0__NODE_1381_length_20599_cov_1.80646__12004__bacteriocin__ANTISMASH__8595_20599	"Streptococcus thermophilus strain S9, complete genome"	NZ_CP013939	99.93	100	Streptococcus thermophilus	Firmicutes		
O2.UC56.2__NODE_309_length_47373_cov_2.53115__25316__bacteriocin__ANTISMASH__22057_47373	"Faecalibacterium prausnitzii strain CNCM I 4644 NODE_2_length_434777_cov_28.2647_ID_1639, whole genome shotgun sequence"	NZ_NMTZ01000027	97.104	100	Faecalibacterium prausnitzii	Firmicutes		
O2.UC56.2__NODE_1056_length_19787_cov_3.47466__19787__resorcinol__ANTISMASH__0_19787	"Bacteroides dorei DSM 17855 Scfld4, whole genome shotgun sequence"	NZ_DS995532	91.735	79	Bacteroides dorei DSM 17855	Bacteroidetes		
O2.UC56.2__NODE_3750_length_7746_cov_1.73501__7746__arylpolyene__ANTISMASH__0_7746	"Paraprevotella clara YIT 11840 Scfld96, whole genome shotgun sequence"	NZ_JH376616	99.179	72	Paraprevotella clara YIT 11840	Bacteroidetes		
O2.UC57.0__NODE_4652_length_6645_cov_3.78483__6645__arylpolyene__ANTISMASH__0_6645	"Bacteroides vulgatus str. 3975 RP4 gbf3975RP4.contig.30, whole genome shotgun sequence"	NZ_JNHM01000031	98.958	85	Bacteroides vulgatus str. 3975 RP4	Bacteroidetes		
O2.UC57.2__NODE_3370_length_8686_cov_1.56923__8686__arylpolyene__ANTISMASH__0_8686	"Akkermansia muciniphila strain GP39 scaf-1, whole genome shotgun sequence"	NZ_PJKP01000001	99.103	62	Akkermansia muciniphila	Verrucomicrobia		
O2.UC58.0__NODE_2686_length_10674_cov_8.65034__10674__microcin__ANTISMASH__0_10674	"Dialister sp. Marseille-P5638 genome assembly, chromosome: contig00001"	NZ_LT996885	94.043	92	N/A	N/A	Firmicutes	Dialister sp. Marseille-P5638
O2.UC58.2__NODE_59_length_85544_cov_24.6145__50361__nrps__ANTISMASH__32963_83324	"Ruminococcus torques strain 2789STDY5608833, whole genome shotgun sequence"	NZ_CZBR01000003	95.032	59	Ruminococcus torques	Firmicutes		
O2.UC58.2__NODE_543_length_31008_cov_3.90172__15316__terpene__ANTISMASH__15692_31008	"Eubacterium rectale strain T1-815, whole genome shotgun sequence"	NZ_CVRQ01000026	98.317	65	Eubacterium rectale	Firmicutes		
O2.UC59.0__NODE_2715_length_10905_cov_1.50295__10905__bacteriocin__ANTISMASH__0_10905	"Eubacterium rectale strain 2789STDY5608860, whole genome shotgun sequence"	NZ_CYYW01000025	98.25	61	Eubacterium rectale	Firmicutes		
O2.UC59.0__NODE_2938_length_10198_cov_1.24352__10198__nrps__ANTISMASH__0_10198	"Eubacterium rectale ATCC 33656, complete genome"	NC_012781	98.713	78	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	Firmicutes		
O2.UC59.0__NODE_4864_length_6548_cov_2.23441__6548__nrps__ANTISMASH__0_6548	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000013	97.194	73	Blautia wexlerae	Firmicutes		
O2.UC59.2__NODE_227_length_63038_cov_4.467__25194__bacteriocin__ANTISMASH__37844_63038	"Clostridium sp. L2-50 Scfld_02_1, whole genome shotgun sequence"	NZ_DS480312	92.989	61	Clostridium sp. L2-50	Firmicutes		
O2.UC59.2__NODE_669_length_35033_cov_1.85292__22064__bacteriocin__ANTISMASH__12969_35033	"Phascolarctobacterium faecium DSM 14760 Ga0215641_102, whole genome shotgun sequence"	NZ_QLTS01000002	96.687	65	N/A	N/A	Firmicutes	Phascolarctobacterium faecium DSM 14760
O2.UC59.2__NODE_929_length_27440_cov_3.68428__27440__lantipeptide__ANTISMASH__0_27440	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	99.406	100	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
O2.UC60.0__NODE_448_length_27925_cov_2.72723__6119__bacteriocin__ANTISMASH__21806_27925	"Roseburia inulinivorans strain L1-83, whole genome shotgun sequence"	NZ_CVRS01000016	94.307	67	Roseburia inulinivorans	Firmicutes		
O2.UC60.0__NODE_5168_length_5891_cov_1.27707__5891__nrps__ANTISMASH__0_5891	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546010	97.951	93	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
O2.UC9.0__NODE_1183_length_22064_cov_2.13772__22064__lantipeptide__ANTISMASH__0_22064	"Blautia obeum strain APC942/31-1 NODE_17_length_90818_cov_912.978, whole genome shotgun sequence"	NZ_PSQG01000017	99.318	53	N/A	N/A	Firmicutes	Blautia obeum
O2.UC9.2__NODE_5914_length_6026_cov_1.18975__6026__nrps__ANTISMASH__0_6026	"Ruminococcus sp. DSM 100440 contig00008, whole genome shotgun sequence"	NZ_LFIL01000008	94.483	96	Ruminococcus sp. DSM 100440	Firmicutes		
V1.CD10.0__NODE_22_length_166537_cov_7.06979__34609__bacteriocin-lantipeptide__ANTISMASH__62148_96757	"Blautia obeum strain 2789STDY5834921, whole genome shotgun sequence"	NZ_CZBA01000009	99.397	51	Blautia obeum	Firmicutes		
V1.CD10.0__NODE_31_length_127081_cov_12.0238__52419__nrps__ANTISMASH__62652_115071	"Klebsiella pneumoniae strain PB256, whole genome shotgun sequence"	NZ_FLVG01000002	99.961	99	Klebsiella pneumoniae	Proteobacteria		
V1.CD10.0__NODE_47_length_96882_cov_2.3724__40183__ladderane__ANTISMASH__0_40183	"Lactococcus lactis strain KR NODE_2_length_241490_cov_30.9692, whole genome shotgun sequence"	NZ_NCXC01000002	99.992	98	Lactococcus lactis	Firmicutes		
V1.CD10.0__NODE_139_length_45764_cov_2.38955__16622__bacteriocin__ANTISMASH__6137_22759	"Lactococcus lactis strain KR NODE_5_length_177966_cov_31.8531, whole genome shotgun sequence"	NZ_NCXC01000005	100	100	Lactococcus lactis	Firmicutes		
V1.CD10.0__NODE_309_length_23846_cov_1.42827__23846__bacteriocin__ANTISMASH__0_23846	"Streptococcus sp. FDAARGOS_192 chromosome, complete genome"	NZ_CP020431	96.599	100	Streptococcus sp. FDAARGOS_192	Firmicutes		
V1.CD10.0__NODE_453_length_17115_cov_2.32239__17115__siderophore__ANTISMASH__0_17115	"Escherichia coli strain DP254 NODE_16_length_119882_cov_225.252, whole genome shotgun sequence"	NZ_PSNQ01000016	99.62	100	Escherichia coli	Proteobacteria		
V1.CD10.0__NODE_524_length_14851_cov_8.45918__14851__bacteriocin__ANTISMASH__0_14851	"Lactococcus lactis subsp. lactis strain A12 genome assembly, plasmid: pA12-4"	NZ_LT599053	99.87	72	Lactococcus lactis subsp. lactis (Streptococcus lactis)	Firmicutes		
V1.CD10.0__NODE_896_length_8486_cov_4.51987__8486__microcin-lassopeptide__ANTISMASH__0_8486	"Escherichia coli strain 641 BN4_641_1__paired__contig_122, whole genome shotgun sequence"	NZ_MOKO01000121	99.894	100	N/A	N/A	Proteobacteria	Escherichia coli
V1.CD10.0__NODE_996_length_7562_cov_25.3104__7562__bacteriocin__ANTISMASH__0_7562	"Klebsiella pneumoniae strain MLST-15, complete genome"	NZ_CP022127	100	100	Klebsiella pneumoniae	Proteobacteria		
V1.CD10.0__NODE_1290_length_5616_cov_2.62938__5616__bacteriocin__ANTISMASH__0_5616	"Lactococcus lactis subsp. lactis strain UC06, complete genome"	NZ_CP015902	99.091	99	Lactococcus lactis subsp. lactis (Streptococcus lactis)	Firmicutes		
V1.CD15.3__NODE_361_length_64571_cov_6.16489__13418__lantipeptide__ANTISMASH__51153_64571	"Blautia hansenii DSM 20583 Scfld3, whole genome shotgun sequence"	NZ_GG698591	97.915	69	Blautia hansenii DSM 20583	Firmicutes		
V1.CD15.3__NODE_827_length_38994_cov_4.72174__38994__nrps__ANTISMASH__0_38994	"Faecalicatena contorta strain 2789STDY5834876, whole genome shotgun sequence"	NZ_CYZU01000010	99.958	100	Faecalicatena contorta	Firmicutes		
V1.CD16.0__NODE_557_length_31808_cov_11.52__21389__lantipeptide__ANTISMASH__10419_31808	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	97.989	50	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
V1.CD16.0__NODE_963_length_22607_cov_4.49574__22607__lantipeptide__ANTISMASH__0_22607	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000025	99.619	93	Blautia obeum	Firmicutes		
V1.CD16.0__NODE_1727_length_14933_cov_12.0138__14933__resorcinol__ANTISMASH__0_14933	"Butyricimonas sp. Marseille-P4593 strain vagina, whole genome shotgun sequence"	NZ_LT984899	99.919	61	N/A	N/A	Bacteroidetes	Butyricimonas sp. Marseille-P4593
V1.CD17.4__NODE_209_length_72120_cov_131.125__41140__resorcinol__ANTISMASH__24316_65456	"Bacteroides vulgatus dnLKV7 acPFq-supercont1.7, whole genome shotgun sequence"	NZ_KE159479	99.911	95	Bacteroides vulgatus dnLKV7	Bacteroidetes		
V1.CD17.4__NODE_256_length_66412_cov_97.0822__33289__lantipeptide__ANTISMASH__33123_66412	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000034	99.67	77	Blautia wexlerae	Firmicutes		
V1.CD18.0__NODE_6_length_258760_cov_82.7547__41143__resorcinol__ANTISMASH__86669_127812	"Bacteroides uniformis CL03T12C37 supercont1.1, whole genome shotgun sequence"	NZ_JH724268	99.986	70	Bacteroides uniformis CL03T12C37	Bacteroidetes		
V1.CD18.0__NODE_417_length_48226_cov_3.4221__42642__nrps__ANTISMASH__5584_48226	"Clostridium sp. AT4 strain AT5, whole genome shotgun sequence"	NZ_LN999827	99.125	65	N/A	N/A	Firmicutes	Clostridium sp. AT4
V1.CD18.0__NODE_1164_length_21122_cov_8.21588__13126__bacteriocin__ANTISMASH__7996_21122	"Streptococcus lutetiensis strain DD06 scaffold00001, whole genome shotgun sequence"	NZ_KQ969241	99.855	99	N/A	N/A	Firmicutes	Streptococcus lutetiensis
V1.CD18.3__NODE_40_length_166683_cov_10.5209__78756__nrps-t1pks__ANTISMASH__0_78756	"Escherichia coli HVH 30 (4-2661829) acXtW-supercont1.4, whole genome shotgun sequence"	NZ_KE699120	99.992	100	N/A	N/A	Proteobacteria	Escherichia coli HVH 30 (4-2661829)
V1.CD18.3__NODE_40_length_166683_cov_10.5209__59165__nrps-t1pks__ANTISMASH__61574_120739	"Escherichia coli strain MOD1-EC5124 MOD1-EC5124_13_length_191599_cov_36.6108, whole genome shotgun sequence"	NZ_NOHD01000013	99.981	100	N/A	N/A	Proteobacteria	Escherichia coli
V1.CD18.3__NODE_78_length_114577_cov_12.9704__43190__nrps__ANTISMASH__49316_92506	"Clostridium clostridioforme WAL-7855 supercont1.1, whole genome shotgun sequence"	NZ_KQ235913	99.998	100	N/A	N/A	Firmicutes	Clostridium clostridioforme WAL-7855
V1.CD18.3__NODE_120_length_89640_cov_2.48977__41492__arylpolyene__ANTISMASH__48148_89640	"Haemophilus pittmaniae strain NCTC13335, whole genome shotgun sequence"	NZ_UGHS01000003	99.097	100	N/A	N/A	Proteobacteria	Haemophilus pittmaniae
V1.CD18.3__NODE_525_length_34560_cov_3.39339__30574__arylpolyene__ANTISMASH__0_30574	"Haemophilus pittmaniae strain NCTC13335, whole genome shotgun sequence"	NZ_UGHS01000002	99.006	100	N/A	N/A	Proteobacteria	Haemophilus pittmaniae
V1.CD18.3__NODE_543_length_33639_cov_4.77606__26810__other__ANTISMASH__0_26810	"Fusobacterium nucleatum subsp. animalis 3_1_33 supercont2.1, whole genome shotgun sequence"	NZ_KI391961	98.63	92	N/A	N/A	Fusobacteria	Fusobacterium nucleatum subsp. animalis 3_1_33
V1.CD18.3__NODE_1194_length_14737_cov_2.43414__14737__resorcinol__ANTISMASH__0_14737	"Haemophilus pittmaniae strain NCTC13335, whole genome shotgun sequence"	NZ_UGHS01000002	98.319	100	N/A	N/A	Proteobacteria	Haemophilus pittmaniae
V1.CD18.3__NODE_1307_length_13012_cov_2.39809__6423__bacteriocin__ANTISMASH__6589_13012	"Streptococcus thermophilus strain S9, complete genome"	NZ_CP013939	99.752	100	Streptococcus thermophilus	Firmicutes		
V1.CD19.0__NODE_49_length_118665_cov_4.37571__37886__nrps__ANTISMASH__0_37886	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000007	98.577	50	Blautia obeum	Firmicutes		
V1.CD19.0__NODE_630_length_39856_cov_29.4238__36334__nrps__ANTISMASH__0_36334	"Bacteroides sp. An269 An269_contig_11, whole genome shotgun sequence"	NZ_NFJG01000011	96.508	94	Bacteroides sp. An269	Bacteroidetes		
V1.CD19.0__NODE_742_length_36363_cov_28.7744__34534__arylpolyene__ANTISMASH__0_34534	"Bacteroides sp. An19 An19_contig_8, whole genome shotgun sequence"	NZ_NFKD01000008	99.265	99	Bacteroides sp. An19	Bacteroidetes		
V1.CD19.0__NODE_1169_length_27435_cov_7.45679__27435__lantipeptide__ANTISMASH__0_27435	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	99.85	91	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
V1.CD19.0__NODE_1531_length_22879_cov_29.4335__22879__arylpolyene__ANTISMASH__0_22879	"Bacteroides sp. An19 An19_contig_2, whole genome shotgun sequence"	NZ_NFKD01000002	99.552	82	Bacteroides sp. An19	Bacteroidetes		
V1.CD19.0__NODE_4975_length_8961_cov_11.3461__8961__lantipeptide__ANTISMASH__0_8961	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	99.509	100	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
V1.CD20.4__NODE_4174_length_8926_cov_2.65111__8926__resorcinol__ANTISMASH__0_8926	"Bacteroides sp. An19 An19_contig_5, whole genome shotgun sequence"	NZ_NFKD01000005	94.661	100	Bacteroides sp. An19	Bacteroidetes		
V1.CD21.0__NODE_34_length_164572_cov_33.7006__30154__lantipeptide__ANTISMASH__80218_110372	"Bacteroides fragilis strain 12905 contig0022, whole genome shotgun sequence"	NZ_PDCW01000022	99.907	100	Bacteroides fragilis	Bacteroidetes		
V1.CD21.4__NODE_96_length_78674_cov_12.4833__38520__lantipeptide__ANTISMASH__40154_78674	"Bacteroides fragilis genome assembly BFBE1.1, chromosome : scaffold1"	NZ_LN877293	99.439	100	Bacteroides fragilis	Bacteroidetes		
V1.CD21.4__NODE_765_length_22253_cov_4.46495__22253__lantipeptide__ANTISMASH__0_22253	"Blautia sp. N6H1-15 strain KCTC 15426 chromosome, complete genome"	NZ_CP030280	99.835	99	N/A	N/A	Firmicutes	Blautia sp. N6H1-15
V1.CD22.0__NODE_232_length_80780_cov_3.31199__80780__transatpks-otherks-nrps__ANTISMASH__0_80780	"Ruminococcus flavefaciens strain SAb67, whole genome shotgun sequence"	NZ_UETD01000006	99.148	99	N/A	N/A	Firmicutes	Ruminococcus flavefaciens
V1.CD22.0__NODE_7806_length_6498_cov_2.68198__6498__nrps__ANTISMASH__0_6498	"Lachnospiraceae bacterium TF01-11 TF01-11.Scaf1, whole genome shotgun sequence"	NZ_LLKB01000001	99.497	62	Lachnospiraceae bacterium TF01-11	Firmicutes		
V1.CD24.0__NODE_1212_length_19690_cov_1.43428__19690__arylpolyene__ANTISMASH__0_19690	"Bacteroides sp. 14(A) K429DRAFT_scf7180000000018_quiver.2_C, whole genome shotgun sequence"	NZ_JAGH01000002	98.993	72	N/A	N/A	Bacteroidetes	Bacteroides sp. 14(A)
V1.CD24.0__NODE_1879_length_14656_cov_1.90775__14656__lantipeptide__ANTISMASH__0_14656	"Anaerostipes hadrus strain 2789STDY5608830, whole genome shotgun sequence"	NZ_CYYH01000006	99.551	98	Anaerostipes hadrus	Firmicutes		
V1.CD25.4__NODE_241_length_82764_cov_14.1841__43296__nrps__ANTISMASH__13873_57169	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000011	99.724	87	Blautia obeum	Firmicutes		
V1.CD25.4__NODE_771_length_38707_cov_6.2539__38707__nrps__ANTISMASH__0_38707	"Clostridium sp. AT4 strain AT5, whole genome shotgun sequence"	NZ_LN999827	98.973	72	N/A	N/A	Firmicutes	Clostridium sp. AT4
V1.CD25.4__NODE_5477_length_6837_cov_2.69906__6837__arylpolyene__ANTISMASH__0_6837	"Collinsella intestinalis DSM 13280 Scfld_02_1, whole genome shotgun sequence"	NZ_GG692711	97.795	85	Collinsella intestinalis DSM 13280	Actinobacteria		
V1.CD27.0__NODE_21_length_139061_cov_4.78161__23965__lantipeptide__ANTISMASH__97827_121792	"Lachnoclostridium sp. SNUG30099 scaffold_19, whole genome shotgun sequence"	NZ_PYLQ01000020	99.805	100	Lachnoclostridium sp. SNUG30099	Firmicutes		
V1.CD27.0__NODE_946_length_21705_cov_16.2906__21705__lantipeptide__ANTISMASH__0_21705	"Eubacterium rectale strain 2789STDY5834968, whole genome shotgun sequence"	NZ_CYXM01000029	99.993	74	Eubacterium rectale	Firmicutes		
V1.CD27.0__NODE_2649_length_10270_cov_1.6928__10270__arylpolyene__ANTISMASH__0_10270	"Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence"	NZ_JH724294	98.192	93	Bacteroides xylanisolvens CL03T12C04	Bacteroidetes		
V1.CD27.0__NODE_4871_length_6213_cov_1.81796__6213__bacteriocin__ANTISMASH__0_6213	"Blautia hydrogenotrophica DSM 10507 Scfld2, whole genome shotgun sequence"	NZ_GG657680	98.479	83	Blautia hydrogenotrophica DSM 10507	Firmicutes		
V1.CD28.0__NODE_8_length_217992_cov_5.14966__13362__microcin__ANTISMASH__204630_217992	"Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence"	NZ_GG698602	98.273	82	Dialister invisus DSM 15470	Firmicutes		
V1.CD28.0__NODE_533_length_44098_cov_6.24944__37790__arylpolyene__ANTISMASH__6308_44098	"Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence"	NZ_JH724294	98.444	99	Bacteroides xylanisolvens CL03T12C04	Bacteroidetes		
V1.CD29.0__NODE_396_length_45877_cov_2.9708__42511__resorcinol__ANTISMASH__3366_45877	"Paraprevotella clara YIT 11840 Scfld20, whole genome shotgun sequence"	NZ_JH376593	98.12	61	Paraprevotella clara YIT 11840	Bacteroidetes		
V1.CD29.0__NODE_2360_length_13418_cov_1.62261__13418__lantipeptide__ANTISMASH__0_13418	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000025	98.472	66	Blautia obeum	Firmicutes		
V1.CD30.0__NODE_2651_length_10126_cov_1.26442__8030__bacteriocin__ANTISMASH__2096_10126	"Ruminococcus bromii strain 5AMG contig000045, whole genome shotgun sequence"	NZ_NNBY01000045	98.239	50	N/A	N/A	Firmicutes	Ruminococcus bromii
V1.CD34.0__NODE_116_length_88006_cov_11.3962__44178__nrps__ANTISMASH__0_44178	"Anaeromassilibacillus sp. Marseille-P3876, whole genome shotgun sequence"	NZ_OLMR01000003	98.566	63	N/A	N/A	Firmicutes	Anaeromassilibacillus sp. Marseille-P3876
V1.CD35.0__NODE_14_length_250241_cov_112.384__41140__resorcinol__ANTISMASH__206545_247685	"Bacteroides caccae CL03T12C61 supercont1.4, whole genome shotgun sequence"	NZ_JH724082	98.24	89	Bacteroides caccae CL03T12C61	Bacteroidetes		
V1.CD35.0__NODE_42_length_172857_cov_28.5797__20423__hserlactone__ANTISMASH__94352_114775	"Veillonella seminalis ACS-216-V-Col6b supercont1.1, whole genome shotgun sequence"	NZ_JH992936	99.607	100	Veillonella seminalis ACS-216-V-Col6b	Firmicutes		
V1.CD35.0__NODE_191_length_77163_cov_207.909__48007__arylpolyene__ANTISMASH__29156_77163	"Bacteroides sp. 3_1_40A supercont1.1, whole genome shotgun sequence"	NZ_GL635653	99.633	100	Bacteroides sp. 3_1_40A	Bacteroidetes		
V1.CD35.0__NODE_1123_length_12656_cov_1.70217__11950__bacteriocin__ANTISMASH__706_12656	"Streptococcus salivarius strain ATCC 25975, complete genome"	NZ_CP015283	99.277	99	Streptococcus salivarius	Firmicutes		
V1.CD35.0__NODE_1628_length_7748_cov_5.81542__7748__lantipeptide__ANTISMASH__0_7748	"Ruminococcus gnavus CC55_001C addSQ-supercont1.1, whole genome shotgun sequence"	NZ_KI669414	94.871	85	N/A	N/A	Firmicutes	Ruminococcus gnavus CC55_001C
