Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
C3011__NODE_3439_length_11034_cov_16.819382__11034__lantipeptide__ANTISMASH__0_11034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.392011516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56878577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_3188_length_11870_cov_11.070673__11870__nrps__ANTISMASH__0_11870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.2259439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.74586877	0	0	0	0	0	42.3942955	0	0	8.633095267	0	0	0	0	8.90826472	0	62.50201832	0	0	0	0	0	0	0	0	0	0	0	0	50.37035207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.21996574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.922191313	0	0	0	0	0	0	0	0	0	0	32.55052161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.46079227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.89198203	0	0	0	0	0	0	27.1547526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.906048807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_1944_length_18488_cov_18.270005__18488__nrps__ANTISMASH__0_18488	0	0	0	0	0	0	0	0	0	0	1.411279892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421912792	0	0	1.550589796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968483699	0	0	0	0	0	0.597682634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720292905	0	0	1.291173959	0	0.401590979	0	0	0	0	0	0	0	0	0.767737967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.548036855	0	0	0	0	0	0	0	0.596690235	0	0	0	0	0	0	0	0	0	0.569074071	1.701336477	0	1.42492259	0	0	0	0.503857976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.351605573	0	0	0	0	0	0	1.007901061	0	0	0	0	0	0	0	0	0	0
C3011__NODE_1802_length_19751_cov_29.953950__19751__other__ANTISMASH__0_19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723677584	2.345531806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521941857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3010__NODE_134_length_65028_cov_21.6171__41221__arylpolyene__ANTISMASH__4414_45635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.779287645	0	5.107724851	5.595487476	0	0	0	0	0	0	0	0	0.863554038	1.309350485	0	6.32740478	4.580679942	0	0	0	1.161701112	0	0	0	0	0	0	0	0	0	0	0	0	0	1.446063106	1.164328726	6.780572317	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760924386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900765178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585386694	2.506161326	0.403553946	3.134040501	11.60850857	2.577672198	7.575464865	4.266525347	6.039581943	5.901821036	0	20.58572895	13.75261469	0	0	0.556173487	0	0	0	0	0	0	0	0	0	0	21.4185323	0	0	2.819837042	0	0	0	6.158240889	0	0	1.561473043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.728037008	0	0	0	0
C3008__NODE_58_length_80320_cov_9.89467__38512__nrps__ANTISMASH__41808_80320	1.110333688	0.541612449	4.860698024	0	2.805383389	6.771640455	11.61438159	4.365649154	2.909009075	0	0	4.592842988	0	0	0	0.956646339	0.602531478	6.017742537	1.544399995	2.104905253	0.840034269	0	2.950533776	0	0	0	0	1.045659489	0	0	43.38832884	0	0	3.916330153	0	0	0	0	0	0.325924969	1.689840003	0	0	0	0	0	2.104116743	0	0	0	0	0	0	0	0	0	1.763608944	0	0	0.310751671	1.029684259	0.565202614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424985453	1.06641594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392184173	0	0	0	0	0	1.253612224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.166836264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.068154957	6.557521844	0	2.071608866	2.407899815	0	1.958321833	0	0	0.62559338	0	0	0	0	1.047008957	0.561040755	0	0	0	0	0	0	0	0	0.348749927	0	0	0	0	0	0	0	0	0	0.665154983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561980069	0	0.693934292	0.459968178	0	13.01381347	0	0	0	0	0
C3008__NODE_1016_length_10403_cov_4.87563__10403__bacteriocin__ANTISMASH__0_10403	0	0	0	0	0	0	0	0	0	0	0	8.176325376	0	0	0	0	0	0	0	1.561029484	0.561743941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.694543838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3007__NODE_4_length_464848_cov_28.127__53338__nrps__ANTISMASH__242117_295455	0	0	0	0	3.075683561	1.31785236	0	0	1.222104874	0	0	0	15.5241036	0	12.44351707	0	0	0.778844534	4.37955161	0	0	14.51158452	0.703387605	0	0	0.614660619	0	0	0	0	17.08082484	0	0	0	0	0	0	0	0	0.493433512	0	0	0	0	0	0	6.454956176	0	0	0	0	0	5.229514526	0	0	0	3.280558367	0	0	0.340887203	1.655361341	0	0	0	0	0.841013041	0	0	0	0	0	0	3.430573616	0	2.164391809	0	0	0	0	1.591006265	0	0	0	1.669317236	0.687082868	5.502099129	0	0	0	10.31439317	0	0	0.302317968	0	0	0	0	0	0	0	0	0	0.643009325	0.954587407	0	0	2.058503323	0	0	0	0	0	0	0	0	0	0.389510882	0.632924266	5.692077674	1.692990773	0	0	0	0.725462936	0	0	3.674140393	0	4.018513832	7.395333336	7.785783712	0	0	0	0	0	0	0	0	3.616588233	1.425194721	0.707618865	0	0	0	0	0	23.60292242	0	0.612651742	0	0	1.266627216	0	6.231554998	0	0	0	0	0	0	0.426222073	0.455902745	0	0	0.994983339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.708516604	0	0.858438251	0	0	0	0	0	0	0.170211227	0	0	0	3.760698759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.232321642	20.74037605	22.50661087	0	0	0
C3007__NODE_35_length_97942_cov_23.2796__52555__nrps-t1pks__ANTISMASH__0_52555	0	0	0	0	2.609852883	1.237459851	0	0	0.908509244	0	0	0	13.16907392	0	10.17097221	0	0	0.753456865	3.647665466	0	0	12.50466617	0	0	0	0	0	0	0	0	13.96386626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.228380967	0	0	0	1.290492723	0	0	0	0	0	0	0	0	0	0	0	2.774641688	0	1.55967487	0	0	0	0	1.538709137	0	0	0	0	0	0	0	0	0	2.964011273	0	0	0	0	0	0	0	0	0	0	0	0	0.515796553	0	0	0	1.85848609	0	0	0	0	0	0	0	0	0	0	0	5.528289729	0.929074378	0	0	0	0.492062552	0	0	1.613958635	0	3.274275775	6.546917141	0	0	0	0	0	0	0	0	0	0	1.091194981	0.541743529	0	0	0	0	0	0	0	0	0	0	0	0	4.573719166	0	0	0	0	0	0	0.309417805	0.719919576	0	0	0.67290776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687256397	0	0	0	0	0	0	0	0	0	0	3.009299688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.748439385	16.25091922	19.30206966	0	0	0
C3007__NODE_1619_length_5549_cov_676.242__5549__other__ANTISMASH__0_5549	0	0	0	0	0	0	0	0	0	0	0	0	891.3169423	0	1208.913589	0	0	0	1.257208662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3007__NODE_1198_length_7764_cov_13.248__7764__arylpolyene__ANTISMASH__0_7764	47.8191111	53.29013021	77.8959943	26.17547696	61.83471481	39.11353018	59.23645317	51.88538855	50.42799681	19.45827657	54.02492705	0	0	109.9024986	14.20760561	60.28457333	67.31231098	44.07650427	22.16703091	0	0	18.5237931	37.97891777	38.85650421	160.7664852	162.9927136	45.29427678	48.1951196	78.08762169	61.743893	0	86.66356357	62.63360738	57.51955475	80.63025352	27.62552057	114.2245652	38.56075809	22.94737258	26.93449156	59.11195158	120.6758681	81.06939297	50.69619723	33.17408936	53.94554067	107.6850755	38.17100857	57.61790617	46.15489179	42.31759643	65.94578688	0	61.71272413	55.97836049	54.38929015	37.42667302	63.57199366	13.89066542	23.78320659	25.76374364	33.07405014	47.46293972	65.03841393	52.70881705	95.71455915	77.68302306	44.71701554	40.9927633	38.32029842	48.30844571	44.27538672	122.3227622	32.60943663	20.71362579	13.2141029	42.99731756	27.28358111	27.6010732	0	0	0	51.80033763	0	0	51.57579575	17.55152218	21.9479047	30.8034717	28.01626987	122.3917527	36.41548928	66.58496038	72.72073461	0	0	0	42.46663173	57.68941661	39.3594504	19.23577197	44.60263479	22.99180985	26.88156798	15.11316234	44.28875572	36.94153212	0	12.59069942	93.53804703	17.51699585	123.4334461	61.51249272	0	68.81863679	37.54898232	45.44512693	49.75465095	15.73652859	29.16215149	30.09448766	25.93199539	31.94202001	135.5554208	39.90606814	28.89842307	41.35110026	57.08602405	48.21984146	58.65775667	55.19817102	372.7865174	344.5064182	22.07409914	19.05421981	91.59064973	46.98471171	93.75929655	82.42605938	32.89477979	76.83202152	42.09234076	29.06625746	55.43024269	81.38712202	59.52527321	16.18360649	105.0135015	0	0	0	24.48648997	0	0	39.63861689	108.5280278	34.7918728	11.15672335	43.17714188	30.94447511	45.76462598	18.89998523	5.48494242	37.11160735	6.810500869	6.865613653	26.17387559	24.48417239	26.18694102	0	138.0313583	34.55452065	0	0	0	12.49784563	23.34245729	23.64092666	38.61403957	53.75020702	57.26426708	76.90043195	6.859088	0	0	65.37899558	41.33850911	19.09070669	46.7562823	118.5720383	32.64497644	19.41537367	32.84051043	98.32676007	0	54.49962096	42.18612856	53.39273495	60.0737646	40.72800025	42.01331585	38.16549072	47.41746591	45.86915962	32.78276208	66.38850548	40.11495294	54.59985533	0	25.18827	69.06491211	49.16385896	311.3064141	21.24583159	24.93520527	0	0	68.81189639	0	114.9821506	0	20.39600139
C3006__NODE_250_length_64124_cov_36.227614__37074__arylpolyene__ANTISMASH__27050_64124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.113758463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3006__NODE_180_length_74936_cov_20.389485__43886__nrps__ANTISMASH__31050_74936	0	0	0	0	0	0.272778875	1.165694231	3.622486217	0	0	7.826783763	0	2.167829171	2.377889666	0	0	0	92.73717201	0	0	0	1.432598848	0	1.562830728	19.82391369	0	0	0	0	14.37055225	2.753100137	7.031014673	4.287319438	0	6.818688249	1.93592975	0	2.705148359	4.051288779	0	1.604157417	0	0	4.819136534	7.205812784	109.9563401	0	8.638041737	5.228721621	130.9698276	14.39724849	6.473077084	0	2.443872983	2.985627173	3.30024257	6.696972554	0	2.827983684	0	11.84542176	8.811215369	150.8980715	0	3.560567456	0	4.262944304	8.080769139	0	4.941741552	6.564885753	11.68229691	0	4.150373346	1.668536286	0	0	0	7.378895935	1.814308735	98.91245281	2.387356306	2.779056246	0	0	87.45837872	97.44520166	3.793726379	3.127146639	11.51712765	0	0	0	0	5.477798883	5.819438594	4.604247164	0	4.230388667	1.272251799	2.816504761	0	0	6.944422569	0	0	1.819649507	30.88810351	0	0	0	0	1.662305567	0	2.268375647	2.228709079	10.01619512	5.022879067	0	4.285565134	0	1.218410516	0	0	0	4.959702024	3.426151098	2.785010352	15.5932352	0	7.001725165	0	0	0	0	16.11574975	0	0	0	0	4.040321126	112.2797587	0	8.780264354	2.285384827	0	0	0	0	4.130061017	3.358248107	2.131607343	0	0	0	2.119599587	3.764721928	5.497844761	5.418843593	7.474267734	0	3.165352675	0	0	0	0	0	85.958659	0	1.482684653	1.710913946	1.252375381	0	1.991714343	1.387640704	1.543436232	4.492245033	3.297568994	6.917152567	0	0	1.1488218	0.984947394	127.5235215	9.379988199	2.760216682	3.306298015	103.0801805	7.300356406	0	4.09829253	3.372435129	0	0	0	3.620014343	0.943340013	4.239027378	0	4.320607161	0	4.845379261	2.445893295	12.23830883	16.1164051	4.723969764	101.7451078	3.430410136	0	104.3251253	5.519421216	0	0	2.84181109	2.064484451	0	0	1.794558789	0	5.979159169	0	5.943218496
C3006__NODE_160_length_79315_cov_31.125259__41194__arylpolyene__ANTISMASH__8041_49235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647270374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.02304274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.024781822	0	0	0	0	0	0	0	3.465301328	0	0	0	0	0	0	0	0	0	0	0	12.02907261	0	0	0	0	13.37659188	0.805921355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328199118	0	0	0	0	0	2.055224304	0	0	0	0	0	0	0	0	0	0	0	0	0	1.274608695	0	2.153367067	1.590656005	8.170359657	1.615334947	0.813328564	0	2.665828642	0	0	0	0	0	0	0	0	0	2.866610303	0	0
C3006__NODE_1117_length_24788_cov_37.507904__24788__resorcinol__ANTISMASH__0_24788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651858781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.855251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.135357494	0	0	0	0	0	0	0	4.649449554	0	0	0	0	0	0	0	0	0	0	0	9.968452262	0	0	0	0	12.41403885	0.657320221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.949721645	0	0	0	0	0	0	0	0	0	0	0	0	0	1.199404515	0	1.938039586	1.832734308	7.062714992	1.395079414	0.69912006	0	2.056796041	0	0	0	0	0	0	0	0	0	2.256484057	0	0
C3005__NODE_3448_length_9647_cov_63.888344__9647__arylpolyene__ANTISMASH__0_9647	0	0	0	0	0	0	0	0	0	0	9.665979549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.295009623	4.884486303	0	0	0	0	4.008420645	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761844405	0	12.40877461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.123004893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.913094001	5.574541552	16.04904226	9.540876401	0	0	0	0	0	0	0	0	0	0	8.423277613	0	0	0	0	0	0	3.833972912	3.141417117	0	0	0	0	0	0	0	0	0	0.861557423	0	0	0	0	0	0	0	0	0	0	0	0	0	4.681009191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1446_length_20102_cov_52.371277__20102__arylpolyene__ANTISMASH__0_20102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6030267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.468128612	0	0	0	4.340466003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93439551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684521885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.36609311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.852833875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1181_length_22781_cov_108.577884__22781__arylpolyene__ANTISMASH__0_22781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.054688164	3.526711134	0	0	0	0	9.245797331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47259542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3004__NODE_83_length_109672_cov_60.853910__41215__arylpolyene__ANTISMASH__64607_105822	0	0	0	1.052295906	0	0	0	0	0	5.243392287	0	0	0	0	0	0.941255161	3.333483694	0	1.03914659	0	0	0.816942105	0	0	0	0	0	0.539462884	0	0	0	0	0	0	0	0	0	3.827474559	0.389612314	0	0	0	0	8.381190216	0	0	0	2.588481372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.801373496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.047212019	0	0	0	0	0	0	0	0	0	0	0	2.44570241	0.798949906	0	0	4.103706474	0.286049472	7.721706728	0	0	1.679642506	0	2.897165255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.32235387	1.811923552	0	0	0	0	0.557466094	0	0	0	0	0	0	0	0	0	0	1.064241338	2.719365789	1.069293353	0	0	0	0	0	0	0	0.858941002	0	0	0	0	0	0	0	0	22.99129663	0	0	0	0	0	0	0	1.15009164	6.996409666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
