BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
C4006__NODE_863_length_15465_cov_297.855__15465__transatpks__ANTISMASH__0_15465,1.75264722516,-,-,-,0.298378091818366,N/A,N/A,Unassigned
C2069__NODE_60_length_75603_cov_20.486538__58637__nrps-t1pks__ANTISMASH__0_58637,2.59454268854,-,-,-,0.172954917988916,NZ_CP029141,Klebsiella michiganensis,Proteobacteria
C4024__NODE_1972_length_5817_cov_7.7789__5817__arylpolyene__ANTISMASH__0_5817,3.79870864563,-,-,-,0.0173748426340959,NZ_JH636026,Bacteroides sp. D2,Bacteroidetes
C3011__NODE_3188_length_11870_cov_11.070673__11870__nrps__ANTISMASH__0_11870,3.46929835325,-,-,-,0.160854265869846,N/A,N/A,Unassigned
C3027__NODE_610_length_10366_cov_7.30938__10366__lantipeptide__ANTISMASH__0_10366,3.67145064934,-,-,-,0.23790595203038,NZ_PSQG01000017,Blautia obeum,Firmicutes
C2091__NODE_2375_length_5875_cov_5.712543__5875__arylpolyene__ANTISMASH__0_5875,3.99137472649,-,-,-,0.172954917988916,N/A,N/A,Unassigned
C3011__NODE_763_length_35976_cov_121.519390__20340__bacteriocin__ANTISMASH__15636_35976,3.41430437176,Ulcerative colitis,3.17634960875,1.28465210159e-05,1.28465210158913e-05,N/A,N/A,Unassigned
C6009__NODE_669_length_36034_cov_150.466__36034__resorcinol__ANTISMASH__0_36034,3.92243644865,-,-,-,0.186844428249787,NZ_DS995532,Bacteroides dorei DSM 17855,Bacteroidetes
C4028__NODE_530_length_13513_cov_6.54362__10391__bacteriocin__ANTISMASH__3122_13513,1.26883544539,-,-,-,0.663462243283998,N/A,N/A,Unassigned
C4013__NODE_57_length_60955_cov_91.708__55761__nrps__ANTISMASH__517_56278,2.30023714779,-,-,-,0.310841382794397,N/A,N/A,Unassigned
C4006__NODE_715_length_17484_cov_5.35625__17484__otherks__ANTISMASH__0_17484,2.97357374148,-,-,-,0.298378091818366,N/A,N/A,Unassigned
C4009__NODE_1421_length_23390_cov_28.4798__23390__terpene__ANTISMASH__0_23390,1.96966325323,-,-,-,0.831532867583337,NZ_PJKM01000001,Akkermansia muciniphila,Verrucomicrobia
C3032__NODE_1567_length_8319_cov_7.793078__8319__bacteriocin__ANTISMASH__0_8319,4.33185920463,-,-,-,0.0531058705504139,NZ_BAHW02000010,Clostridiales bacterium VE202-09,Firmicutes
C5006__NODE_3588_length_5899_cov_566.225__5899__arylpolyene__ANTISMASH__0_5899,3.77919211374,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C3013__NODE_1272_length_20036_cov_39.660027__20036__lantipeptide__ANTISMASH__0_20036,3.61847671362,-,-,-,0.0316137616910753,N/A,N/A,Unassigned
C2021__NODE_45_length_135900_cov_50.7099__47482__arylpolyene__ANTISMASH__15719_63201,3.4335012683,-,-,-,0.0645757625298705,NZ_JH724085,Bacteroides cellulosilyticus CL02T12C19,Bacteroidetes
C3011__NODE_3439_length_11034_cov_16.819382__11034__lantipeptide__ANTISMASH__0_11034,1.82636742026,-,-,-,0.0420647701958002,N/A,N/A,Unassigned
C3001__NODE_51_length_144308_cov_91.9148__42430__other__ANTISMASH__63954_106384,3.81745197192,-,-,-,0.0481183865451563,NZ_LIDU01000043,Bacteroides fragilis,Bacteroidetes
C4024__NODE_6_length_229380_cov_96.1905__41140__resorcinol__ANTISMASH__76837_117977,3.84635919113,Ulcerative colitis,3.54841472021,9.50637346691e-11,9.50637346691131e-11,NZ_CZBK01000007,Bacteroides vulgatus,Bacteroidetes
C2071__NODE_1381_length_6632_cov_7.343774__6632__resorcinol__ANTISMASH__0_6632,3.69110356216,-,-,-,0.0276265430011034,NZ_FOBA01000017,Bacteroides vulgatus,Bacteroidetes
C3008__NODE_1016_length_10403_cov_4.87563__10403__bacteriocin__ANTISMASH__0_10403,1.8683565668,-,-,-,0.139720652539531,N/A,N/A,Unassigned
C4015__NODE_7_length_130863_cov_12.2854__24198__lassopeptide__ANTISMASH__91931_116129,2.13352066607,-,-,-,0.739163292147386,N/A,N/A,Unassigned
C4017__NODE_565_length_16567_cov_31.8996__16567__other__ANTISMASH__0_16567,3.29485618538,-,-,-,0.478249965261466,NZ_KI271108,Eubacterium ramulus ATCC 29099,Firmicutes
C2027__NODE_22_length_132914_cov_49.0702__42977__other__ANTISMASH__89937_132914,3.10864383935,-,-,-,0.139720652539531,N/A,N/A,Unassigned
C2069__NODE_312_length_27545_cov_24.762641__27545__nrps__ANTISMASH__0_27545,2.68143374432,-,-,-,0.172954917988916,NZ_CP029141,Klebsiella michiganensis,Proteobacteria
C3011__NODE_5128_length_7588_cov_13.408469__7588__lantipeptide__ANTISMASH__0_7588,4.41925980166,-,-,-,0.126234131769451,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
C2069__NODE_418_length_21659_cov_8.339335__21659__ladderane-arylpolyene__ANTISMASH__0_21659,2.64783259858,-,-,-,0.172954917988916,NZ_NLLW01000019,Escherichia coli,Proteobacteria
C6016__NODE_356_length_26112_cov_92.2145__26112__arylpolyene__ANTISMASH__0_26112,3.32264624753,-,-,-,0.819262028171562,NZ_KV441775,Akkermansia sp. KLE1605,Verrucomicrobia
C2014__NODE_315_length_73082_cov_150.2__10813__bacteriocin__ANTISMASH__32481_43294,2.45280304158,-,-,-,0.0980029209086725,NZ_LT635449,Holdemania sp. Marseille-P2844,Firmicutes
C3011__NODE_4583_length_8480_cov_7.314896__8480__nrps__ANTISMASH__0_8480,3.52334832579,-,-,-,0.0534489402707813,N/A,N/A,Unassigned
C3030__NODE_118_length_48757_cov_58.9677__30635__other__ANTISMASH__18122_48757,2.9050009843,-,-,-,0.298378091818366,NZ_JMZZ02000225,Bacteroides fragilis,Bacteroidetes
C6018__NODE_6_length_211223_cov_23.7637__51494__otherks-t1pks__ANTISMASH__24496_75990,0,-,-,-,-,NZ_AQWJ01000007,Dysgonomonas mossii DSM 22836,Bacteroidetes
C3005__NODE_2886_length_11367_cov_5.384547__11367__other__ANTISMASH__0_11367,2.98626363617,-,-,-,0.017775083381254,NC_022360,Pseudomonas aeruginosa c7447m,Proteobacteria
C6033__NODE_74_length_65062_cov_18.6386__47783__arylpolyene__ANTISMASH__13014_60797,3.59456579486,-,-,-,0.712029558897917,NZ_GL945093,Bacteroides sp. 1_1_30,Bacteroidetes
C6018__NODE_72_length_22705_cov_9.57422__22705__bacteriocin__ANTISMASH__0_22705,3.0080400985,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C2048__NODE_178_length_33075_cov_21.0369__33075__nrps__ANTISMASH__0_33075,1.62658193059,-,-,-,0.172954917988916,NZ_DS480328,Clostridium sp. L2-50,Firmicutes
C2010__NODE_855_length_28604_cov_7.79964__27862__nrps__ANTISMASH__742_28604,3.18520025809,-,-,-,0.0857904353016517,NZ_DS990260,Clostridiales bacterium 1_7_47FAA,Firmicutes
C2010__NODE_10_length_210863_cov_48.926__10867__bacteriocin__ANTISMASH__25278_36145,1.7934946937,-,-,-,0.0693171184762501,NZ_PYII01000020,Clostridium lavalense,Firmicutes
C4023__NODE_434_length_14440_cov_19.1691__14440__resorcinol__ANTISMASH__0_14440,4.13236115516,-,-,-,0.332078753591258,NZ_GL883865,Paraprevotella xylaniphila YIT 11841,Bacteroidetes
C3004__NODE_716_length_32086_cov_56.184259__32086__nrps__ANTISMASH__0_32086,2.74276614092,Ulcerative colitis,2.96412903865,4.23071431669e-08,4.23071431668741e-08,NZ_ACEP01000029,Eubacterium hallii DSM 3353,Firmicutes
C3013__NODE_3663_length_7380_cov_6.471263__7380__other__ANTISMASH__0_7380,4.06138087267,-,-,-,0.172954917988916,N/A,N/A,Unassigned
C2028__NODE_8_length_239300_cov_38.9172__41122__resorcinol__ANTISMASH__141784_182906,2.77677119612,-,-,-,0.399213272835827,NZ_JH376593,Paraprevotella clara YIT 11840,Bacteroidetes
C5006__NODE_2116_length_10149_cov_2.73895__10149__bacteriocin__ANTISMASH__0_10149,4.00720643852,-,-,-,0.502646898092089,NZ_NMTZ01000027,Faecalibacterium prausnitzii,Firmicutes
C3002__NODE_335_length_41694_cov_806.476__24076__arylpolyene__ANTISMASH__17618_41694,4.38555450804,-,-,-,0.648771796103547,NZ_LT635783,Bacteroides mediterraneensis,Bacteroidetes
C3005__NODE_1166_length_22930_cov_8.545880__22930__hserlactone__ANTISMASH__0_22930,3.66366455945,-,-,-,0.017775083381254,NZ_FRQY01000010,Pseudomonas aeruginosa,Proteobacteria
C3001__NODE_184_length_72779_cov_106.715__42569__lantipeptide__ANTISMASH__30210_72779,3.10463322024,-,-,-,0.25040959899183,N/A,N/A,Unassigned
C3001__NODE_968_length_20454_cov_287.677__20454__lantipeptide__ANTISMASH__0_20454,2.04343833559,-,-,-,0.139720652539531,N/A,N/A,Unassigned
C4004__NODE_33_length_66112_cov_8.88999__32280__nrps__ANTISMASH__33832_66112,2.4944568772,-,-,-,0.526780637104506,NZ_CZBR01000003,Ruminococcus torques,Firmicutes
C6024__NODE_106_length_12932_cov_8.40009__12932__siderophore__ANTISMASH__0_12932,3.77610108956,-,-,-,0.0414608423889147,NZ_KE700632,Escherichia coli HVH 184 (4-3343286),Proteobacteria
C2091__NODE_2404_length_5828_cov_6.612506__5828__arylpolyene__ANTISMASH__0_5828,3.7872022203,-,-,-,0.16884887816495,N/A,N/A,Unassigned
C4001__NODE_12_length_233246_cov_14.3248__10490__microcin__ANTISMASH__222756_233246,3.59707456661,Crohn's Disease,3.15491540692,0.00216440338306,0.00216440338306321,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
C2014__NODE_641_length_44783_cov_44.4325__32959__nrps__ANTISMASH__0_32959,3.74577661498,-,-,-,0.101285216963926,NZ_LT969518,Eisenbergiella massiliensis,Firmicutes
C3017__NODE_6334_length_6785_cov_30.923__6785__resorcinol__ANTISMASH__0_6785,2.46306883259,-,-,-,0.0342651304148113,NZ_GG775007,Parabacteroides sp. 20_3,Bacteroidetes
C3013__NODE_4621_length_5728_cov_3.780187__5728__arylpolyene__ANTISMASH__0_5728,4.25689697718,-,-,-,0.313354992052105,N/A,N/A,Unassigned
C3001__NODE_3390_length_7531_cov_3.80444__7531__arylpolyene__ANTISMASH__0_7531,1.84499518675,-,-,-,0.139720652539531,N/A,N/A,Unassigned
C2010__NODE_104_length_95474_cov_20.6086__22877__lantipeptide__ANTISMASH__53208_76085,1.60244816723,-,-,-,0.663462243283998,NZ_BAIJ02000157,Clostridiales bacterium VE202-27,Firmicutes
C3001__NODE_226_length_62364_cov_25.9983__11788__microcin__ANTISMASH__50576_62364,3.55303751712,Crohn's Disease,3.13820035528,0.00753463381863,0.0075346338186293,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
C2010__NODE_2928_length_9809_cov_103.863__9809__nrps__ANTISMASH__0_9809,4.20603169859,-,-,-,0.0428212179929333,N/A,N/A,Unassigned
C3011__NODE_1944_length_18488_cov_18.270005__18488__nrps__ANTISMASH__0_18488,2.69055648212,Ulcerative colitis,2.96399748364,0.00430922249292,0.00430922249291662,NZ_CYZD01000004,Blautia obeum,Firmicutes
C3005__NODE_1588_length_18789_cov_5.949130__17884__hserlactone__ANTISMASH__905_18789,1.8042857719,-,-,-,0.017775083381254,NZ_LLSM01000034,Pseudomonas aeruginosa,Proteobacteria
C3023__NODE_191_length_27401_cov_21.2043__27401__arylpolyene__ANTISMASH__0_27401,2.87856639996,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C4010__NODE_13_length_213961_cov_42.347891__47539__arylpolyene__ANTISMASH__35987_83526,4.64027543621,-,-,-,0.267689149074702,NZ_KQ235757,Bacteroides sp. 9_1_42FAA,Bacteroidetes
C5001__NODE_756_length_19253_cov_573.129__19251__bacteriocin__ANTISMASH__2_19253,4.08925710159,-,-,-,0.139720652539531,N/A,N/A,Unassigned
C2014__NODE_2026_length_18364_cov_274.623__18364__nrps__ANTISMASH__0_18364,4.10486454038,Crohn's Disease,3.70005883508,0.00545854467882,0.0054585446788248,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
C3013__NODE_66_length_96589_cov_14.839155__36216__arylpolyene__ANTISMASH__60373_96589,3.01185422993,Ulcerative colitis,2.77768632454,1.30285373929e-05,1.30285373929252e-05,NZ_GL883805,Paraprevotella xylaniphila YIT 11841,Bacteroidetes
C3001__NODE_588_length_30405_cov_19.6306__29664__terpene__ANTISMASH__741_30405,3.88194778246,-,-,-,0.244958871344151,NZ_PJLE01000001,Akkermansia muciniphila,Verrucomicrobia
C3013__NODE_430_length_42457_cov_9.151903__22529__bacteriocin__ANTISMASH__19928_42457,2.69174952041,-,-,-,0.0828933384911661,NZ_CP011307,Intestinimonas butyriciproducens,Firmicutes
C4009__NODE_1774_length_19076_cov_214.117__19076__nrps__ANTISMASH__0_19076,3.96014343096,-,-,-,0.952165816063826,N/A,N/A,Unassigned
C3011__NODE_1802_length_19751_cov_29.953950__19751__other__ANTISMASH__0_19751,2.87892127877,Ulcerative colitis,2.84917846919,2.50439658407e-05,2.50439658407346e-05,N/A,N/A,Unassigned
C2041__NODE_525_length_12891_cov_31.923__12891__resorcinol__ANTISMASH__0_12891,4.72206068066,Ulcerative colitis,4.33581559481,4.4920765792e-08,4.49207657919963e-08,NZ_KE159479,Bacteroides vulgatus dnLKV7,Bacteroidetes
C2014__NODE_1443_length_24329_cov_12.5503__24329__other__ANTISMASH__0_24329,2.13565789531,-,-,-,0.365750065769559,N/A,N/A,Unassigned
C3001__NODE_62_length_127340_cov_61.4927__20900__terpene__ANTISMASH__84566_105466,3.5604791336,-,-,-,0.188380639590392,NZ_PJLL01000004,Akkermansia muciniphila,Verrucomicrobia
C2008__NODE_2704_length_9059_cov_96.1277__9059__bacteriocin__ANTISMASH__0_9059,4.08397804355,-,-,-,0.332326043812619,NZ_CVTY01000007,Dakarella massiliensis,Proteobacteria
C2039__NODE_3100_length_5326_cov_4.61203__5326__t2pks__ANTISMASH__0_5326,4.03949771791,Ulcerative colitis,3.73370879207,0.00609385248502,0.00609385248501783,NZ_AXVN01000027,Blautia wexlerae DSM 19850,Firmicutes
C4009__NODE_43_length_148339_cov_30.0278__52608__nrps__ANTISMASH__41708_94316,2.17770744387,-,-,-,0.0437566565982395,NZ_NOXF01000001,Clostridium leptum DSM 753,Firmicutes
C4004__NODE_1352_length_6131_cov_7.92199__6131__other__ANTISMASH__0_6131,1.79926985701,-,-,-,0.201849698594433,NZ_CZBC01000023,Fusicatenibacter sp. 2789STDY5834925,Firmicutes
C3004__NODE_1315_length_18028_cov_20.725421__18028__nrps__ANTISMASH__0_18028,3.48021007554,-,-,-,0.144000280228219,N/A,N/A,Unassigned
C2014__NODE_3174_length_12203_cov_8.48584__7345__bacteriocin__ANTISMASH__4858_12203,2.28079497538,-,-,-,0.0129404650692429,N/A,N/A,Unassigned
C2021__NODE_1226_length_23350_cov_12.9055__16765__terpene__ANTISMASH__6585_23350,2.45451633665,-,-,-,0.0961603125686412,N/A,N/A,Unassigned
C3022__NODE_599_length_28101_cov_7.88173__24706__terpene__ANTISMASH__3395_28101,1.44309932373,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C2071__NODE_1282_length_7087_cov_6.421502__7087__arylpolyene__ANTISMASH__0_7087,3.80972324248,-,-,-,0.651363326332533,N/A,N/A,Unassigned
C3006__NODE_261_length_62560_cov_12.330790__13477__proteusin-bacteriocin__ANTISMASH__49083_62560,2.19647552099,-,-,-,0.017775083381254,N/A,N/A,Unassigned
C4020__NODE_553_length_10765_cov_30.4817__10765__resorcinol__ANTISMASH__0_10765,3.77081489357,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C4006__NODE_1048_length_13095_cov_58.236__13095__arylpolyene__ANTISMASH__0_13095,2.61317270212,-,-,-,0.33624251550954,NZ_QEPR01000002,Haemophilus parainfluenzae,Proteobacteria
C5004__NODE_229_length_60358_cov_7.022802__43633__arylpolyene__ANTISMASH__13730_57363,3.40701285733,-,-,-,0.335933284480656,N/A,N/A,Unassigned
C3017__NODE_222_length_69104_cov_75.1665__31478__lantipeptide__ANTISMASH__37626_69104,3.48354359969,-,-,-,0.439543789168124,N/A,N/A,Unassigned
C2014__NODE_1631_length_21938_cov_7.53265__21938__nrps__ANTISMASH__0_21938,1.84763849217,-,-,-,0.0693171184762501,NZ_LT827123,Pseudoflavonifractor sp. Marseille-P3106,Firmicutes
C6028__NODE_10_length_182917_cov_26.4625__65320__nrps-t1pks__ANTISMASH__0_65320,3.0250649938,-,-,-,0.0221993804908829,NZ_CCPW01000058,Escherichia coli,Proteobacteria
C3005__NODE_1890_length_16574_cov_6.325020__12476__bacteriocin__ANTISMASH__4098_16574,1.88648658701,-,-,-,0.017775083381254,NZ_JTRX01000014,Pseudomonas aeruginosa,Proteobacteria
C3002__NODE_230_length_52913_cov_71.574__34275__arylpolyene__ANTISMASH__0_34275,2.75905108296,-,-,-,0.0492977120463229,N/A,N/A,Unassigned
C4006__NODE_538_length_21404_cov_124.473__21404__transatpks__ANTISMASH__0_21404,2.95505499899,-,-,-,0.298378091818366,N/A,N/A,Unassigned
C3032__NODE_1878_length_7028_cov_30.489029__7028__resorcinol__ANTISMASH__0_7028,3.96816021664,-,-,-,0.959606968053096,N/A,N/A,Unassigned
C3007__NODE_1619_length_5549_cov_676.242__5549__other__ANTISMASH__0_5549,4.04445010083,-,-,-,0.201849698594433,NZ_KE161007,Fusobacterium ulcerans 12-1B,Fusobacteria
C3022__NODE_1045_length_18490_cov_8.18205__18490__ladderane__ANTISMASH__0_18490,0,-,-,-,-,N/A,N/A,Unassigned
C6009__NODE_516_length_42133_cov_10.5181__20394__lantipeptide__ANTISMASH__21739_42133,1.7633471576,-,-,-,0.298378091818366,N/A,N/A,Unassigned
C6009__NODE_5657_length_6492_cov_68.854__6492__bacteriocin__ANTISMASH__0_6492,2.68569377322,-,-,-,0.0180352335574521,NZ_KK213898,Clostridioides difficile,Firmicutes
C3004__NODE_1417_length_16825_cov_24.201849__16825__arylpolyene__ANTISMASH__0_16825,3.93377517372,Ulcerative colitis,3.6524670995,0.000742955487656,0.000742955487656101,N/A,N/A,Unassigned
C6009__NODE_3175_length_11137_cov_14.1916__11137__lantipeptide__ANTISMASH__0_11137,3.62997652941,-,-,-,0.160231364961635,NZ_PSQG01000017,Blautia obeum,Firmicutes
C3002__NODE_48_length_113070_cov_130.184__30150__lantipeptide__ANTISMASH__7675_37825,3.1218845658,-,-,-,0.119832463931051,NZ_JGEU01000044,Bacteroides fragilis str. 3783N1-6,Bacteroidetes
C2008__NODE_2299_length_10813_cov_366.33__10813__lantipeptide__ANTISMASH__0_10813,3.8187101892,-,-,-,0.451647743765029,N/A,N/A,Unassigned
C4004__NODE_56_length_44710_cov_12.3465__26316__nrps__ANTISMASH__0_26316,3.47236668313,-,-,-,0.0351887500074502,NZ_MEHC01000020,Eisenbergiella tayi,Firmicutes
C3005__NODE_2018_length_15722_cov_6.783813__15722__other__ANTISMASH__0_15722,3.81702768726,-,-,-,0.017775083381254,NZ_OVCP01000021,Pseudomonas aeruginosa,Proteobacteria
C4038__NODE_976_length_7636_cov_9.82206__7636__lantipeptide__ANTISMASH__0_7636,3.60941483363,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C3005__NODE_1181_length_22781_cov_108.577884__22781__arylpolyene__ANTISMASH__0_22781,2.89083062648,-,-,-,0.0127646167022794,N/A,N/A,Unassigned
C4009__NODE_644_length_42297_cov_100.7__42297__nrps__ANTISMASH__0_42297,2.99361152971,-,-,-,0.21643236900742,NZ_LT907978,Eubacterium hallii,Firmicutes
C6028__NODE_655_length_10036_cov_6.11802__10036__siderophore__ANTISMASH__0_10036,3.32063589992,-,-,-,0.660307199812653,NZ_JUYT01000114,Proteus mirabilis,Proteobacteria
C4015__NODE_218_length_29761_cov_7.16044__27787__t1pks__ANTISMASH__1974_29761,1.29702576611,-,-,-,0.463071015015418,N/A,N/A,Unassigned
C4006__NODE_15_length_222149_cov_19.3876__20894__terpene__ANTISMASH__77199_98093,1.88485282854,-,-,-,0.663462243283998,NZ_PJKF01000003,Akkermansia muciniphila,Verrucomicrobia
C5001__NODE_38_length_119651_cov_41.1725__25138__thiopeptide__ANTISMASH__0_25138,2.79431007535,-,-,-,0.0433300896848093,NZ_CZAJ01000006,Eubacterium rectale,Firmicutes
C4009__NODE_2043_length_16906_cov_6.93122__16906__other__ANTISMASH__0_16906,0,-,-,-,-,NZ_NFJU01000040,Anaeromassilibacillus sp. An200,Firmicutes
C4006__NODE_1179_length_11775_cov_62.6568__11775__transatpks__ANTISMASH__0_11775,3.60506496623,-,-,-,0.298378091818366,N/A,N/A,Unassigned
C2026__NODE_7_length_173572_cov_22.054473__41140__resorcinol__ANTISMASH__51067_92207,3.97463912197,-,-,-,0.257256069668539,NZ_CBVI010000097,Bacteroides timonensis,Bacteroidetes
C2071__NODE_53_length_69073_cov_64.636037__46165__nrps__ANTISMASH__1212_47377,4.15838887899,-,-,-,0.13916962902159,NZ_EQ973356,Bacteroides sp. 2_2_4,Bacteroidetes
C3017__NODE_2748_length_15047_cov_23.4528__15047__lantipeptide__ANTISMASH__0_15047,2.0147393534,-,-,-,0.0351887500074502,N/A,N/A,Unassigned
C4004__NODE_248_length_17202_cov_195.328__17202__other__ANTISMASH__0_17202,4.00792659046,-,-,-,0.180798123001503,NZ_CZBC01000010,Fusicatenibacter sp. 2789STDY5834925,Firmicutes
C4009__NODE_1696_length_20007_cov_31.7757__20007__terpene__ANTISMASH__0_20007,1.88010600735,-,-,-,0.831532867583337,NZ_PJKH01000005,Akkermansia muciniphila,Verrucomicrobia
