BGC_NAME,TAXA_NAME,ACC_ID,PERC_IDENT,COVERAGE,ORGANISM,PHYLUM,Manual_PHYLUM,Manual_ORGANISM
C4001__NODE_1272_length_8188_cov_29.7058__8188__bacteriocin__ANTISMASH__0_8188,"Escherichia coli strain MOD1-EC6432 MOD1-EC6432_42_length_8372_cov_568.117, whole genome shotgun sequence",NZ_NNWG01000042,99.932,100,N/A,N/A,Proteobacteria,Escherichia coli
C4004__NODE_33_length_66112_cov_8.88999__32280__nrps__ANTISMASH__33832_66112,"Ruminococcus torques strain 2789STDY5608833, whole genome shotgun sequence",NZ_CZBR01000003,98.188,85,Ruminococcus torques,Firmicutes,,
C4004__NODE_56_length_44710_cov_12.3465__26316__nrps__ANTISMASH__0_26316,"Eisenbergiella tayi strain NML140904 BEI62_contig000020, whole genome shotgun sequence",NZ_MEHC01000020,100,99,Eisenbergiella tayi,Firmicutes,,
C4004__NODE_248_length_17202_cov_195.328__17202__other__ANTISMASH__0_17202,"Fusicatenibacter sp. 2789STDY5834925, whole genome shotgun sequence",NZ_CZBC01000010,100,91,Fusicatenibacter sp. 2789STDY5834925,Firmicutes,,
C4004__NODE_591_length_10305_cov_3.58927__10305__nrps__ANTISMASH__0_10305,"Clostridium clostridioforme 2_1_49FAA supercont1.2, whole genome shotgun sequence",NZ_JH376871,99.746,99,N/A,N/A,Firmicutes,Clostridium clostridioforme 2_1_49FAA
C4004__NODE_1352_length_6131_cov_7.92199__6131__other__ANTISMASH__0_6131,"Fusicatenibacter sp. 2789STDY5834925, whole genome shotgun sequence",NZ_CZBC01000023,97.429,98,Fusicatenibacter sp. 2789STDY5834925,Firmicutes,,
C4006__NODE_15_length_222149_cov_19.3876__20894__terpene__ANTISMASH__77199_98093,"Akkermansia muciniphila strain GP15 scaf-3, whole genome shotgun sequence",NZ_PJKF01000003,99.564,99,N/A,N/A,Verrucomicrobia,Akkermansia muciniphila
C4006__NODE_23_length_187868_cov_38.747__12988__lantipeptide__ANTISMASH__174880_187868,"Roseburia faecis strain 2789STDY5608863, whole genome shotgun sequence",NZ_CYXV01000003,99.705,99,Roseburia faecis,Firmicutes,,
C4006__NODE_67_length_100714_cov_12.268__43675__arylpolyene__ANTISMASH__21836_65511,"Sutterella sp. KLE1602 Scaffold678, whole genome shotgun sequence",NZ_KQ968580,98.455,54,Sutterella sp. KLE1602,Proteobacteria,,
C4006__NODE_68_length_99866_cov_18.8402__20921__terpene__ANTISMASH__8788_29709,"Akkermansia muciniphila strain GP15 scaf-8, whole genome shotgun sequence",NZ_PJKF01000008,99.245,100,N/A,N/A,Verrucomicrobia,Akkermansia muciniphila
C4006__NODE_1048_length_13095_cov_58.236__13095__arylpolyene__ANTISMASH__0_13095,"Haemophilus parainfluenzae strain C2005004058 C2005004058_S6_ctg_535, whole genome shotgun sequence",NZ_QEPR01000002,96.87,99,N/A,N/A,Proteobacteria,Haemophilus parainfluenzae
C4007__NODE_248_length_34834_cov_5.19748__24881__nrps__ANTISMASH__9953_34834,"Clostridiales bacterium VE202-09, whole genome shotgun sequence",NZ_BAHW02000027,96.902,99,N/A,N/A,Firmicutes,Clostridiales bacterium VE202-09
C4009__NODE_9_length_212624_cov_93.5405__41071__resorcinol__ANTISMASH__90407_131478,"Bacteroides vulgatus strain 2789STDY5834944, whole genome shotgun sequence",NZ_CZBK01000007,97.363,84,Bacteroides vulgatus,Bacteroidetes,,
C4009__NODE_43_length_148339_cov_30.0278__52608__nrps__ANTISMASH__41708_94316,"Clostridium leptum DSM 753 1c, whole genome shotgun sequence",NZ_NOXF01000001,99.434,100,Clostridium leptum DSM 753,Firmicutes,,
C4009__NODE_254_length_72470_cov_137.244__29376__lantipeptide__ANTISMASH__43094_72470,"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence",NZ_CZAW01000034,99.277,56,Blautia wexlerae,Firmicutes,,
C4009__NODE_644_length_42297_cov_100.7__42297__nrps__ANTISMASH__0_42297,"Eubacterium hallii isolate EH1 genome assembly, chromosome: I",NZ_LT907978,94.828,88,Eubacterium hallii,Firmicutes,,
C4009__NODE_1421_length_23390_cov_28.4798__23390__terpene__ANTISMASH__0_23390,"Akkermansia muciniphila strain BSH01 scaf-1, whole genome shotgun sequence",NZ_PJKM01000001,99.148,99,N/A,N/A,Verrucomicrobia,Akkermansia muciniphila
C4009__NODE_1696_length_20007_cov_31.7757__20007__terpene__ANTISMASH__0_20007,"Akkermansia muciniphila strain GP11 scaf-5, whole genome shotgun sequence",NZ_PJKH01000005,99.161,100,N/A,N/A,Verrucomicrobia,Akkermansia muciniphila
C4009__NODE_2043_length_16906_cov_6.93122__16906__other__ANTISMASH__0_16906,"Anaeromassilibacillus sp. An200 An200_contig_40, whole genome shotgun sequence",NZ_NFJU01000040,91.614,63,N/A,N/A,Firmicutes,Anaeromassilibacillus sp. An200
C4010__NODE_13_length_213961_cov_42.347891__47539__arylpolyene__ANTISMASH__35987_83526,"Bacteroides sp. 9_1_42FAA supercont2.1, whole genome shotgun sequence",NZ_KQ235757,98.791,100,Bacteroides sp. 9_1_42FAA,Bacteroidetes,,
C4017__NODE_565_length_16567_cov_31.8996__16567__other__ANTISMASH__0_16567,"Eubacterium ramulus ATCC 29099 Scaffold1513, whole genome shotgun sequence",NZ_KI271108,99.629,99,Eubacterium ramulus ATCC 29099,Firmicutes,,
C4022__NODE_181_length_31289_cov_28.8536__31289__resorcinol__ANTISMASH__0_31289,"Bacteroides uniformis strain 2789STDY5834847, whole genome shotgun sequence",NZ_CZAF01000014,99.974,99,Bacteroides uniformis,Bacteroidetes,,
C4022__NODE_2044_length_6009_cov_3.58247__6009__lantipeptide__ANTISMASH__0_6009,"Bifidobacterium longum subsp. longum CECT 7347, whole genome shotgun sequence",NZ_CALH01000113,99.932,99,Bifidobacterium longum subsp. longum CECT 7347,Actinobacteria,,
C4023__NODE_31_length_61144_cov_22.4134__32224__resorcinol__ANTISMASH__28920_61144,Bacteroides vulgatus strain mpk genome,NZ_CP013020,98.587,99,Bacteroides vulgatus,Bacteroidetes,,
C4023__NODE_434_length_14440_cov_19.1691__14440__resorcinol__ANTISMASH__0_14440,"Paraprevotella xylaniphila YIT 11841 Scfld153, whole genome shotgun sequence",NZ_GL883865,95.925,62,Paraprevotella xylaniphila YIT 11841,Bacteroidetes,,
C4024__NODE_6_length_229380_cov_96.1905__41140__resorcinol__ANTISMASH__76837_117977,"Bacteroides vulgatus strain 2789STDY5834944, whole genome shotgun sequence",NZ_CZBK01000007,96.333,93,Bacteroides vulgatus,Bacteroidetes,,
C4024__NODE_1972_length_5817_cov_7.7789__5817__arylpolyene__ANTISMASH__0_5817,"Bacteroides sp. D2 supercont2.11, whole genome shotgun sequence",NZ_JH636026,93.244,100,Bacteroides sp. D2,Bacteroidetes,,
C4027__NODE_961_length_7458_cov_21.741186__7458__resorcinol__ANTISMASH__0_7458,"Parabacteroides sp. 20_3 supercont1.4, whole genome shotgun sequence",NZ_GG774972,99.311,82,Parabacteroides sp. 20_3,Bacteroidetes,,
C4031__NODE_81_length_56480_cov_53.2511__26752__nrps__ANTISMASH__29728_56480,"Bacteroides fragilis str. 3725 D9(v) gbf3725D9v.contig.58, whole genome shotgun sequence",NZ_JGDQ01000059,99.8,64,N/A,N/A,Bacteroidetes,Bacteroides fragilis str. 3725 D9(v)
C4044__NODE_557_length_13259_cov_5.315738__13259__arylpolyene__ANTISMASH__0_13259,"Bacteroides ovatus strain ATCC 8483, complete genome",NZ_CP012938,99.982,84,N/A,N/A,Bacteroidetes,Bacteroides ovatus
C5001__NODE_38_length_119651_cov_41.1725__25138__thiopeptide__ANTISMASH__0_25138,"Eubacterium rectale strain 2789STDY5834884, whole genome shotgun sequence",NZ_CZAJ01000006,99.89,65,Eubacterium rectale,Firmicutes,,
C5002__NODE_91_length_99443_cov_281.607__41137__resorcinol__ANTISMASH__50072_91209,"Bacteroides vulgatus str. 3775 SR(B) 19 gbf3775SRB19.contig.28, whole genome shotgun sequence",NZ_JNHJ01000029,99.833,90,N/A,N/A,Bacteroidetes,Bacteroides vulgatus str. 3775 SR(B) 19
C5002__NODE_118_length_86686_cov_12.5945__54403__arylpolyene__ANTISMASH__32283_86686,"Sutterella wadsworthensis strain DSM 14016 Ga0244527_101, whole genome shotgun sequence",NZ_QNRV01000001,96.198,99,N/A,N/A,Proteobacteria,Sutterella wadsworthensis
C5002__NODE_779_length_19114_cov_5.7067__19114__nrps__ANTISMASH__0_19114,"Escherichia coli H305 supercont1.23, whole genome shotgun sequence",NZ_ADJD01000023,99.883,62,N/A,N/A,Proteobacteria,Escherichia coli H305
C5006__NODE_68_length_101550_cov_13.5281__9577__bacteriocin__ANTISMASH__91973_101550,"Klebsiella pneumoniae strain k2037, whole genome shotgun sequence",NZ_FLFE01000019,99.927,100,N/A,N/A,Proteobacteria,Klebsiella pneumoniae
C5006__NODE_2116_length_10149_cov_2.73895__10149__bacteriocin__ANTISMASH__0_10149,"Faecalibacterium prausnitzii strain CNCM I 4644 NODE_2_length_434777_cov_28.2647_ID_1639, whole genome shotgun sequence",NZ_NMTZ01000027,96.789,74,Faecalibacterium prausnitzii,Firmicutes,,
C6009__NODE_323_length_55106_cov_110.639__52250__nrps__ANTISMASH__0_52250,"Clostridioides difficile isolate CD105LC4, whole genome shotgun sequence",NZ_FMMH01000009,98.699,83,N/A,N/A,Firmicutes,Clostridioides difficile
C6009__NODE_669_length_36034_cov_150.466__36034__resorcinol__ANTISMASH__0_36034,"Bacteroides dorei DSM 17855 Scfld4, whole genome shotgun sequence",NZ_DS995532,99.556,76,Bacteroides dorei DSM 17855,Bacteroidetes,,
C6009__NODE_3175_length_11137_cov_14.1916__11137__lantipeptide__ANTISMASH__0_11137,"Blautia obeum strain APC942/31-1 NODE_17_length_90818_cov_912.978, whole genome shotgun sequence",NZ_PSQG01000017,99.926,68,N/A,N/A,Firmicutes,Blautia obeum
C6009__NODE_5657_length_6492_cov_68.854__6492__bacteriocin__ANTISMASH__0_6492,"Clostridioides difficile strain SG12 isolate P1 P1_contig_1, whole genome shotgun sequence",NZ_KK213898,99.596,99,N/A,N/A,Firmicutes,Clostridioides difficile
C6009__NODE_6348_length_5847_cov_2653.09__5847__nrps__ANTISMASH__0_5847,"Blautia wexlerae strain 2789STDY5834863, whole genome shotgun sequence",NZ_CYZN01000002,99.57,76,Blautia wexlerae,Firmicutes,,
C6014__NODE_1181_length_6258_cov_219.325__6258__ladderane__ANTISMASH__0_6258,"Bacteroides vulgatus str. 3775 SR(B) 19 gbf3775SRB19.contig.28, whole genome shotgun sequence",NZ_JNHJ01000029,98.483,72,N/A,N/A,Bacteroidetes,Bacteroides vulgatus str. 3775 SR(B) 19
C6016__NODE_278_length_31570_cov_14.6146__19715__terpene__ANTISMASH__11855_31570,"Akkermansia sp. KLE1798 Scaffold147, whole genome shotgun sequence",NZ_KQ971081,100,99,Akkermansia sp. KLE1798,Verrucomicrobia,,
C6016__NODE_356_length_26112_cov_92.2145__26112__arylpolyene__ANTISMASH__0_26112,"Akkermansia sp. KLE1605 Scfld49, whole genome shotgun sequence",NZ_KV441775,99.996,99,N/A,N/A,Verrucomicrobia,Akkermansia sp. KLE1605
C6016__NODE_782_length_10600_cov_27.5503__10600__terpene__ANTISMASH__0_10600,"Akkermansia sp. KLE1605 Scfld208, whole genome shotgun sequence",NZ_KV441790,99.99,99,N/A,N/A,Verrucomicrobia,Akkermansia sp. KLE1605
C6017__NODE_570_length_14112_cov_8.69396__14112__bacteriocin__ANTISMASH__0_14112,"Phascolarctobacterium faecium DSM 14760 Ga0215641_102, whole genome shotgun sequence",NZ_QLTS01000002,99.367,99,N/A,N/A,Firmicutes,Phascolarctobacterium faecium DSM 14760
C6018__NODE_6_length_211223_cov_23.7637__51494__otherks-t1pks__ANTISMASH__24496_75990,"Dysgonomonas mossii DSM 22836 B049DRAFT_scaffold_6.7_C, whole genome shotgun sequence",NZ_AQWJ01000007,93.809,72,N/A,N/A,Bacteroidetes,Dysgonomonas mossii DSM 22836
C6018__NODE_47_length_33281_cov_11.1139__33281__nrps__ANTISMASH__0_33281,"Clostridium bolteae 90B7 acsNV-supercont1.12, whole genome shotgun sequence",NZ_KB851162,98.966,96,N/A,N/A,Firmicutes,Clostridium bolteae 90B7
C6024__NODE_106_length_12932_cov_8.40009__12932__siderophore__ANTISMASH__0_12932,"Escherichia coli HVH 184 (4-3343286) acXuL-supercont1.16, whole genome shotgun sequence",NZ_KE700632,100,99,N/A,N/A,Proteobacteria,Escherichia coli HVH 184 (4-3343286)
C6028__NODE_10_length_182917_cov_26.4625__65320__nrps-t1pks__ANTISMASH__0_65320,"Escherichia coli strain E. coli, whole genome shotgun sequence",NZ_CCPW01000058,99.864,100,N/A,N/A,Proteobacteria,Escherichia coli
C6028__NODE_585_length_11015_cov_277.86__11015__nrps-t1pks__ANTISMASH__0_11015,"Klebsiella pneumoniae strain k1160, whole genome shotgun sequence",NZ_FLFJ01000006,100,99,N/A,N/A,Proteobacteria,Klebsiella pneumoniae
C6028__NODE_655_length_10036_cov_6.11802__10036__siderophore__ANTISMASH__0_10036,"Proteus mirabilis strain 646_PMIR 980_66323_1069241_401__..._299_, whole genome shotgun sequence",NZ_JUYT01000114,99.347,99,N/A,N/A,Proteobacteria,Proteus mirabilis
C6033__NODE_74_length_65062_cov_18.6386__47783__arylpolyene__ANTISMASH__13014_60797,"Bacteroides sp. 1_1_30 supercont1.4, whole genome shotgun sequence",NZ_GL945093,99.576,99,Bacteroides sp. 1_1_30,Bacteroidetes,,
C6033__NODE_298_length_27811_cov_17.7013__27811__resorcinol__ANTISMASH__0_27811,"Bacteroides sp. An269 An269_contig_58, whole genome shotgun sequence",NZ_NFJG01000058,98.649,85,Bacteroides sp. An269,Bacteroidetes,,
C2008__NODE_2262_length_11030_cov_88.1087__11030__nrps__ANTISMASH__0_11030,N/A,N/A,0,0,N/A,N/A,,
C2008__NODE_2299_length_10813_cov_366.33__10813__lantipeptide__ANTISMASH__0_10813,N/A,N/A,0,0,N/A,N/A,,
C2010__NODE_562_length_38752_cov_18.1891__38752__nrps__ANTISMASH__0_38752,N/A,N/A,0,0,N/A,N/A,,
C2010__NODE_2928_length_9809_cov_103.863__9809__nrps__ANTISMASH__0_9809,N/A,N/A,0,0,N/A,N/A,,
C2014__NODE_4_length_346364_cov_31.9905__23354__lantipeptide__ANTISMASH__236530_259884,N/A,N/A,0,0,N/A,N/A,,
C2014__NODE_335_length_70183_cov_9.3029__30209__arylpolyene__ANTISMASH__39974_70183,N/A,N/A,0,0,N/A,N/A,,
C2014__NODE_728_length_41188_cov_81.7236__10282__bacteriocin__ANTISMASH__7720_18002,N/A,N/A,0,0,N/A,N/A,,
C2014__NODE_1443_length_24329_cov_12.5503__24329__other__ANTISMASH__0_24329,N/A,N/A,0,0,N/A,N/A,,
C2014__NODE_3174_length_12203_cov_8.48584__7345__bacteriocin__ANTISMASH__4858_12203,N/A,N/A,0,0,N/A,N/A,,
C2021__NODE_123_length_96858_cov_22.2687__20849__terpene__ANTISMASH__5882_26731,N/A,N/A,0,0,N/A,N/A,,
C2021__NODE_603_length_39929_cov_6.67758__26797__nrps__ANTISMASH__0_26797,N/A,N/A,0,0,N/A,N/A,,
C2021__NODE_1226_length_23350_cov_12.9055__16765__terpene__ANTISMASH__6585_23350,N/A,N/A,0,0,N/A,N/A,,
C2021__NODE_1325_length_21948_cov_7.13127__21948__resorcinol__ANTISMASH__0_21948,N/A,N/A,0,0,N/A,N/A,,
C2021__NODE_1690_length_18086_cov_8.96817__18086__lantipeptide__ANTISMASH__0_18086,N/A,N/A,0,0,N/A,N/A,,
C2025__NODE_1644_length_19312_cov_195.617__19312__nrps__ANTISMASH__0_19312,N/A,N/A,0,0,N/A,N/A,,
C2025__NODE_1647_length_19286_cov_13.6739__19286__nrps__ANTISMASH__0_19286,N/A,N/A,0,0,N/A,N/A,,
C2025__NODE_1896_length_17292_cov_10.2337__17292__arylpolyene__ANTISMASH__0_17292,N/A,N/A,0,0,N/A,N/A,,
C2025__NODE_4803_length_7343_cov_3.9565__7343__other__ANTISMASH__0_7343,N/A,N/A,0,0,N/A,N/A,,
C2027__NODE_22_length_132914_cov_49.0702__42977__other__ANTISMASH__89937_132914,N/A,N/A,0,0,N/A,N/A,,
C2027__NODE_1840_length_8549_cov_5.05215__8549__bacteriocin__ANTISMASH__0_8549,N/A,N/A,0,0,N/A,N/A,,
C2047__NODE_57_length_29380_cov_211.37__21761__terpene__ANTISMASH__7619_29380,N/A,N/A,0,0,N/A,N/A,,
C2048__NODE_534_length_18686_cov_5.68939__10510__bacteriocin__ANTISMASH__8176_18686,N/A,N/A,0,0,N/A,N/A,,
C2048__NODE_1179_length_11772_cov_6.09627__11772__arylpolyene__ANTISMASH__0_11772,N/A,N/A,0,0,N/A,N/A,,
C2048__NODE_3223_length_5845_cov_7.53869__5845__nrps__ANTISMASH__0_5845,N/A,N/A,0,0,N/A,N/A,,
C2068__NODE_47_length_28847_cov_5.72114__13160__terpene__ANTISMASH__15687_28847,N/A,N/A,0,0,N/A,N/A,,
C2071__NODE_1282_length_7087_cov_6.421502__7087__arylpolyene__ANTISMASH__0_7087,N/A,N/A,0,0,N/A,N/A,,
C2072__NODE_1048_length_5295_cov_4.98779__5295__arylpolyene__ANTISMASH__0_5295,N/A,N/A,0,0,N/A,N/A,,
C2077__NODE_79_length_71139_cov_118.105__40122__arylpolyene__ANTISMASH__0_40122,N/A,N/A,0,0,N/A,N/A,,
C2079__NODE_108_length_42238_cov_7.07581__27433__arylpolyene__ANTISMASH__14805_42238,N/A,N/A,0,0,N/A,N/A,,
C2091__NODE_40_length_48506_cov_8.947493__22399__nrps__ANTISMASH__26107_48506,N/A,N/A,0,0,N/A,N/A,,
C2091__NODE_2375_length_5875_cov_5.712543__5875__arylpolyene__ANTISMASH__0_5875,N/A,N/A,0,0,N/A,N/A,,
C2091__NODE_2404_length_5828_cov_6.612506__5828__arylpolyene__ANTISMASH__0_5828,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_11_length_238416_cov_66.0901__43464__arylpolyene__ANTISMASH__120892_164356,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_175_length_75385_cov_116.783__11053__bacteriocin__ANTISMASH__27992_39045,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_184_length_72779_cov_106.715__42569__lantipeptide__ANTISMASH__30210_72779,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_968_length_20454_cov_287.677__20454__lantipeptide__ANTISMASH__0_20454,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_1791_length_12527_cov_5.30091__12527__bacteriocin__ANTISMASH__0_12527,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_3390_length_7531_cov_3.80444__7531__arylpolyene__ANTISMASH__0_7531,N/A,N/A,0,0,N/A,N/A,,
C3001__NODE_3868_length_6733_cov_1390.55__6733__arylpolyene__ANTISMASH__0_6733,N/A,N/A,0,0,N/A,N/A,,
C3002__NODE_230_length_52913_cov_71.574__34275__arylpolyene__ANTISMASH__0_34275,N/A,N/A,0,0,N/A,N/A,,
C3002__NODE_971_length_15098_cov_86.9144__15098__arylpolyene__ANTISMASH__0_15098,N/A,N/A,0,0,N/A,N/A,,
C3004__NODE_1315_length_18028_cov_20.725421__18028__nrps__ANTISMASH__0_18028,N/A,N/A,0,0,N/A,N/A,,
C3004__NODE_1417_length_16825_cov_24.201849__16825__arylpolyene__ANTISMASH__0_16825,N/A,N/A,0,0,N/A,N/A,,
C3005__NODE_1181_length_22781_cov_108.577884__22781__arylpolyene__ANTISMASH__0_22781,N/A,N/A,0,0,N/A,N/A,,
C3006__NODE_261_length_62560_cov_12.330790__13477__proteusin-bacteriocin__ANTISMASH__49083_62560,N/A,N/A,0,0,N/A,N/A,,
C3008__NODE_1016_length_10403_cov_4.87563__10403__bacteriocin__ANTISMASH__0_10403,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_763_length_35976_cov_121.519390__20340__bacteriocin__ANTISMASH__15636_35976,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_1802_length_19751_cov_29.953950__19751__other__ANTISMASH__0_19751,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_3188_length_11870_cov_11.070673__11870__nrps__ANTISMASH__0_11870,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_3439_length_11034_cov_16.819382__11034__lantipeptide__ANTISMASH__0_11034,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_4583_length_8480_cov_7.314896__8480__nrps__ANTISMASH__0_8480,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_4606_length_8411_cov_8.428674__8411__lantipeptide__ANTISMASH__0_8411,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_4633_length_8349_cov_4.692187__8349__other__ANTISMASH__0_8349,N/A,N/A,0,0,N/A,N/A,,
C3011__NODE_5387_length_7261_cov_6.278240__7261__nrps__ANTISMASH__0_7261,N/A,N/A,0,0,N/A,N/A,,
C3013__NODE_1272_length_20036_cov_39.660027__20036__lantipeptide__ANTISMASH__0_20036,N/A,N/A,0,0,N/A,N/A,,
C3013__NODE_3663_length_7380_cov_6.471263__7380__other__ANTISMASH__0_7380,N/A,N/A,0,0,N/A,N/A,,
C3013__NODE_4621_length_5728_cov_3.780187__5728__arylpolyene__ANTISMASH__0_5728,N/A,N/A,0,0,N/A,N/A,,
C3017__NODE_222_length_69104_cov_75.1665__31478__lantipeptide__ANTISMASH__37626_69104,N/A,N/A,0,0,N/A,N/A,,
C3017__NODE_2748_length_15047_cov_23.4528__15047__lantipeptide__ANTISMASH__0_15047,N/A,N/A,0,0,N/A,N/A,,
C3022__NODE_1_length_361945_cov_17.4608__47686__arylpolyene__ANTISMASH__48835_96521,N/A,N/A,0,0,N/A,N/A,,
C3022__NODE_20_length_144830_cov_158.126__41544__arylpolyene__ANTISMASH__103286_144830,N/A,N/A,0,0,N/A,N/A,,
C3022__NODE_267_length_46716_cov_15.9603__30281__lantipeptide__ANTISMASH__16435_46716,N/A,N/A,0,0,N/A,N/A,,
C3022__NODE_599_length_28101_cov_7.88173__24706__terpene__ANTISMASH__3395_28101,N/A,N/A,0,0,N/A,N/A,,
C3022__NODE_1045_length_18490_cov_8.18205__18490__ladderane__ANTISMASH__0_18490,N/A,N/A,0,0,N/A,N/A,,
C3023__NODE_191_length_27401_cov_21.2043__27401__arylpolyene__ANTISMASH__0_27401,N/A,N/A,0,0,N/A,N/A,,
C3031__NODE_121_length_20525_cov_61.8349__20525__resorcinol__ANTISMASH__0_20525,N/A,N/A,0,0,N/A,N/A,,
C3032__NODE_1878_length_7028_cov_30.489029__7028__resorcinol__ANTISMASH__0_7028,N/A,N/A,0,0,N/A,N/A,,
C4004__NODE_1175_length_6704_cov_563.473__6704__lantipeptide__ANTISMASH__0_6704,N/A,N/A,0,0,N/A,N/A,,
C4006__NODE_538_length_21404_cov_124.473__21404__transatpks__ANTISMASH__0_21404,N/A,N/A,0,0,N/A,N/A,,
C4006__NODE_715_length_17484_cov_5.35625__17484__otherks__ANTISMASH__0_17484,N/A,N/A,0,0,N/A,N/A,,
C4006__NODE_801_length_16209_cov_5.18336__16209__transatpks__ANTISMASH__0_16209,N/A,N/A,0,0,N/A,N/A,,
C4006__NODE_863_length_15465_cov_297.855__15465__transatpks__ANTISMASH__0_15465,N/A,N/A,0,0,N/A,N/A,,
C4006__NODE_1179_length_11775_cov_62.6568__11775__transatpks__ANTISMASH__0_11775,N/A,N/A,0,0,N/A,N/A,,
C4009__NODE_1774_length_19076_cov_214.117__19076__nrps__ANTISMASH__0_19076,N/A,N/A,0,0,N/A,N/A,,
C4009__NODE_2902_length_11440_cov_6.60791__11440__nrps__ANTISMASH__0_11440,N/A,N/A,0,0,N/A,N/A,,
C4013__NODE_57_length_60955_cov_91.708__55761__nrps__ANTISMASH__517_56278,N/A,N/A,0,0,N/A,N/A,,
C4013__NODE_62_length_59138_cov_9.20126__23359__lassopeptide__ANTISMASH__35779_59138,N/A,N/A,0,0,N/A,N/A,,
C4015__NODE_7_length_130863_cov_12.2854__24198__lassopeptide__ANTISMASH__91931_116129,N/A,N/A,0,0,N/A,N/A,,
C4015__NODE_218_length_29761_cov_7.16044__27787__t1pks__ANTISMASH__1974_29761,N/A,N/A,0,0,N/A,N/A,,
C4015__NODE_585_length_15840_cov_7.4394__15840__nrps__ANTISMASH__0_15840,N/A,N/A,0,0,N/A,N/A,,
C4020__NODE_553_length_10765_cov_30.4817__10765__resorcinol__ANTISMASH__0_10765,N/A,N/A,0,0,N/A,N/A,,
C4028__NODE_64_length_51856_cov_19.2296__25704__lassopeptide__ANTISMASH__26152_51856,N/A,N/A,0,0,N/A,N/A,,
C4028__NODE_530_length_13513_cov_6.54362__10391__bacteriocin__ANTISMASH__3122_13513,N/A,N/A,0,0,N/A,N/A,,
C4028__NODE_1107_length_6770_cov_849.186__6770__resorcinol__ANTISMASH__0_6770,N/A,N/A,0,0,N/A,N/A,,
C4038__NODE_976_length_7636_cov_9.82206__7636__lantipeptide__ANTISMASH__0_7636,N/A,N/A,0,0,N/A,N/A,,
C5001__NODE_756_length_19253_cov_573.129__19251__bacteriocin__ANTISMASH__2_19253,N/A,N/A,0,0,N/A,N/A,,
C5002__NODE_325_length_42949_cov_9.85723__22529__bacteriocin__ANTISMASH__20420_42949,N/A,N/A,0,0,N/A,N/A,,
C5002__NODE_1740_length_9491_cov_3.73103__9491__bacteriocin__ANTISMASH__0_9491,N/A,N/A,0,0,N/A,N/A,,
C5004__NODE_86_length_103190_cov_15.651001__37048__other__ANTISMASH__0_37048,N/A,N/A,0,0,N/A,N/A,,
C5004__NODE_229_length_60358_cov_7.022802__43633__arylpolyene__ANTISMASH__13730_57363,N/A,N/A,0,0,N/A,N/A,,
C5006__NODE_3588_length_5899_cov_566.225__5899__arylpolyene__ANTISMASH__0_5899,N/A,N/A,0,0,N/A,N/A,,
C6009__NODE_516_length_42133_cov_10.5181__20394__lantipeptide__ANTISMASH__21739_42133,N/A,N/A,0,0,N/A,N/A,,
C6009__NODE_3449_length_10405_cov_35.6998__10405__resorcinol__ANTISMASH__0_10405,N/A,N/A,0,0,N/A,N/A,,
C6018__NODE_72_length_22705_cov_9.57422__22705__bacteriocin__ANTISMASH__0_22705,N/A,N/A,0,0,N/A,N/A,,
C6018__NODE_437_length_8123_cov_7.93344__8123__bacteriocin__ANTISMASH__0_8123,N/A,N/A,0,0,N/A,N/A,,
C6018__NODE_608_length_6676_cov_6.59039__6676__bacteriocin__ANTISMASH__0_6676,N/A,N/A,0,0,N/A,N/A,,
C6033__NODE_63_length_70205_cov_15.7976__45550__nrps__ANTISMASH__7993_53543,N/A,N/A,0,0,N/A,N/A,,
